degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
24,0.96,0.006129539850128087,0.8861538461538462,0.03969085259195452,0.8961038961038961,22.458333333333332,0.006129539850128084,256823510.44588852,23.0,18,6,0.8138832997987927,8
16,0.64,0.0005128205128205129,0.6776470588235294,0.027928605912289167,0.978021978021978,22.125,0.0005128205128205125,109125667.61410582,19.0,14,2,0.8572874493927125,7
23,0.92,0.0021784547152194213,0.8533333333333333,0.038037860517518604,0.9476190476190476,22.869565217391305,0.0021784547152194217,245717176.6324919,22.5,18,7,0.8567955801104973,16
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.7058357,24.0,18,13,0.793640054127199,0
23,0.92,0.004649692355574709,0.8533333333333333,0.03820704172366984,0.9095238095238095,22.52173913043478,0.004649692355574706,236362253.34474432,22.5,18,8,0.82014547057527,17
22,0.88,0.003908951614833968,0.8228571428571427,0.03673741901814346,0.9157894736842105,22.5,0.003908951614833967,215459653.7081229,22.0,18,6,0.8241303819022135,16
16,0.64,0.0009526921879863057,0.6776470588235294,0.027967917839313083,0.9560439560439561,21.9375,0.000952692187986306,106980699.12685475,19.0,13,3,0.8405063291139241,9
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.70583576,24.0,18,13,0.793640054127199,1
24,0.96,0.0030025287892934955,0.8861538461538462,0.03952487727224889,0.935064935064935,22.833333333333332,0.003002528789293496,266560205.57597938,23.0,18,9,0.8456901748040988,9
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.7058357,24.0,18,13,0.793640054127199,2
24,0.96,0.004532527113409467,0.8861538461538462,0.03959744851212243,0.9177489177489178,22.666666666666668,0.0045325271134094665,262455903.28218144,23.0,18,6,0.8326292496479581,10
24,0.96,0.004532527113409467,0.8861538461538462,0.03959744851212243,0.9177489177489178,22.666666666666668,0.0045325271134094665,262455903.2821814,23.0,18,6,0.8326292496479581,11
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.7058357,24.0,18,13,0.793640054127199,3
24,0.96,0.0030025287892934955,0.8861538461538462,0.03952487727224889,0.935064935064935,22.833333333333332,0.003002528789293496,266560205.57597938,23.0,18,9,0.8456901748040988,12
24,0.96,0.005905955972132442,0.8861538461538462,0.03969854121979003,0.8961038961038961,22.458333333333332,0.005905955972132443,256249369.37414798,23.0,18,10,0.810604539064069,13
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.7058357,24.0,18,13,0.793640054127199,4
25,1.0,0.007385803466685821,0.9216,0.041182352088074706,0.8853754940711462,22.4,0.00738580346668582,277536529.8524185,23.5,18,8,0.8061901252763449,6
26,1.04,0.008730652517417224,0.96,0.04269245473531464,0.8731884057971014,22.307692307692307,0.008730652517417224,297532252.7058357,24.0,18,13,0.793640054127199,5
24,0.96,0.0030025287892934955,0.8861538461538462,0.03952487727224889,0.935064935064935,22.833333333333332,0.003002528789293496,266560205.57597938,23.0,18,9,0.8456901748040988,14
20,0.8,0.003149279369867605,0.768,0.03375520192178847,0.9150326797385621,22.35,0.0031492793698676053,176626275.99792892,21.0,15,5,0.8383378829238702,6
21,0.84,0.0011967009025832555,0.7944827586206896,0.03509481153035025,0.9649122807017544,22.80952380952381,0.0011967009025832557,203979100.14866957,21.5,18,4,0.8727569331158238,8
25,1.0,0.005855805142569849,0.9216,0.04110978084820117,0.9011857707509882,22.56,0.005855805142569847,281756649.12595457,23.5,18,11,0.8172458172458172,7
21,0.84,0.0011967009025832555,0.7944827586206896,0.03509452222473999,0.9649122807017544,22.80952380952381,0.0011967009025832557,204001817.68953666,21.5,18,3,0.8742857142857143,13
2,0.08,0.0,0.0,0.038461538461538464,0.0,1.0,0.0,2.7182818284590446,0.0,1,1,0.0,0
24,0.96,0.0030025287892934955,0.8861538461538462,0.03952487727224889,0.935064935064935,22.833333333333332,0.003002528789293496,266560205.57597938,23.0,18,9,0.8456901748040988,15
20,0.8,0.00018518518518518518,0.768,0.033584419577500045,0.9934640522875817,22.95,0.00018518518518518528,187504408.87115943,21.0,18,2,0.8958080194410692,17
