degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
21,0.84,0.005405077765371883,0.8064516129032258,0.04322658507985348,0.8888888888888888,19.714285714285715,0.005384320744614861,10211809.769898754,22.0,15,13,0.7395517867958813,7,31.138069255249025,2,0.2533892923672745,0.11330044157796697,0.05752709467758925
22,0.88,0.00753069289098701,0.8333333333333334,0.0451726444475153,0.8631578947368421,19.5,0.007509935870229985,10966629.946784427,22.5,15,18,0.719264544456641,6,29.83931020477011,2,0.25770599274715333,0.11666713585604019,0.058501018205303734
20,0.8,0.007729341464635583,0.7575757575757576,0.041669741871214756,0.8496732026143791,19.25,0.00772934146463558,8792363.525983606,21.333333333333332,15,8,0.7121934604904632,9,32.46439841709923,3,0.24894720829480432,0.11669921801121767,0.050441642927744605
15,0.6,0.0015576474179415357,0.6756756756756757,0.03205330267409941,0.9230769230769231,19.266666666666666,0.001549710910005027,4907155.730288718,19.0,11,5,0.7640079103493738,5,41.33785440127358,2,0.21912707909631385,0.10272494514088289,0.04520873243886977
23,0.92,0.013046565906860026,0.8620689655172413,0.04739583791651225,0.819047619047619,19.17391304347826,0.013035729521023635,11522413.46608653,23.0,15,20,0.686049413526329,2,28.47229601502317,2,0.26220199854496556,0.12367884777616633,0.06745026066426685
23,0.92,0.013046565906860026,0.8620689655172413,0.04739583791651225,0.819047619047619,19.17391304347826,0.013035729521023635,11522413.46608653,23.0,15,20,0.686049413526329,3,28.47229601502317,2,0.2622019985449658,0.12367884777616621,0.06397517336989038
24,0.96,0.024530692890987013,0.8928571428571429,0.04988051756745441,0.7662337662337663,18.75,0.024230173965468085,11899243.459694931,23.5,15,22,0.646709323583181,1,27.058655425154996,2,0.2667860938281438,0.13648195880695327,0.06278674033881225
19,0.76,0.004533651533651534,0.7575757575757576,0.03953446198151743,0.8897058823529411,19.526315789473685,0.00452083102083102,8204072.557017294,21.0,14,6,0.7458015267175573,12,34.01831041000995,2,0.24371543814190016,0.1113878282552602,0.05852358540743822
21,0.84,0.010872312872312875,0.8064516129032258,0.04367904277286763,0.8187134502923976,19.142857142857142,0.010861476486476486,9530644.933098841,22.0,15,9,0.6916514320536259,8,30.984458041965325,2,0.25390170367908105,0.12041882188326199,0.050860014779120874
23,0.92,0.04745926431955844,0.8620689655172413,0.04877509328188971,0.7857142857142857,18.869565217391305,0.04792660253689665,11088583.591416484,23.0,15,19,0.6595744680851063,4,28.047682072524317,2,0.2635893839883305,0.1535437764923906,0.0627270980113426
23,0.92,0.020817776178070298,0.8620689655172413,0.047934458199792584,0.7857142857142857,18.91304347826087,0.020517257252551366,11112422.751680003,23.0,15,17,0.6595957075118543,5,28.241867317934783,2,0.26295453493539767,0.13343224778740972,0.06280514518579378
17,0.68,0.004655785391079509,0.7142857142857143,0.03609872111852689,0.8857142857142857,19.176470588235293,0.004657769518063635,6200076.568006017,20.0,12,9,0.714704445530044,10,37.300263514948156,2,0.2326376718071205,0.11091880899318732,0.047717027929143764
25,1.0,0.08675291511320925,0.9259259259259259,0.053793530801489804,0.7035573122529645,18.16,0.08631350729880141,12000206.810524443,24.0,15,23,0.6001692405331077,0,25.441157311512352,2,0.2716607729577178,0.17134585380298326,0.07203656081630096
20,0.8,0.06598055784085195,0.78125,0.04382750874189323,0.7450980392156863,18.3,0.06459861339640753,7722165.54574987,21.5,13,10,0.6219178082191781,9,31.93726695312545,2,0.2507194104808717,0.16224265435064467,0.0521302667690042
20,0.8,0.04312103174603175,0.78125,0.04391006141813766,0.7516339869281046,18.3,0.04386904761904763,7755713.983723341,21.5,15,5,0.628482972136223,10,31.825015946930442,2,0.2510954149686598,0.1597696118110766,0.05123272569000274
9,0.36,0.013788156288156288,0.5813953488372093,0.023383232124204054,0.7142857142857143,16.22222222222222,0.013748473748473747,1105614.0612744954,16.0,6,3,0.5560747663551402,2,61.275733822003154,2,0.15945936253649132,0.12923155047822923,0.04437785283518378
20,0.8,0.005655344655344657,0.78125,0.04135186744364176,0.8758169934640523,19.4,0.005634587634587632,9024632.829536965,21.5,14,10,0.736896197327852,8,32.60832643607306,2,0.24846369242275468,0.11300812124619851,0.059806476790121965
17,0.68,0.0021726435329376503,0.7142857142857143,0.03573633894591893,0.9238095238095239,19.529411764705884,0.002164707025001142,6526595.856705165,20.0,12,8,0.7595682041216879,11,37.4113889205204,2,0.23226327225635526,0.1064191203761252,0.04788299424817283
20,0.8,0.009933105293399412,0.78125,0.04189509408250447,0.869281045751634,19.45,0.00976155462184874,8919119.724524176,21.5,15,8,0.7163575042158516,11,32.33965899603352,2,0.24936676756581796,0.12178298686100607,0.051814567839153856
5,0.2,0.0033333333333333335,0.4807692307692308,0.017546407616556074,0.3333333333333333,7.8,0.0033333333333333335,53385.98681943463,13.166666666666668,3,2,0.14285714285714285,0,103.50228110437723,3,0.08279226254154833,0.1362588374709874,0.00666193677533955
4,0.16,0.0,0.5,0.013810615208651147,1.0,10.25,0.0,77779.43902520007,13.166666666666668,3,1,0.38095238095238093,1,121.78693762634067,3,0.06444160465863112,0.0069176796710206,0.0017028873122790483
5,0.2,0.004579365079365081,0.5208333333333334,0.016949925077745162,0.3333333333333333,10.6,0.0060009920634920624,122970.45725380354,13.833333333333334,3,2,0.26666666666666666,1,101.62467595914829,3,0.08505604619446931,0.1307991644689099,0.03048986747228679
18,0.72,0.0008647292250233426,0.7142857142857143,0.03744965582798229,0.9666666666666667,20.0,0.0008647292250233426,7761325.733006216,20.333333333333332,15,4,0.7977624784853701,15,35.69072660815672,3,0.23806899053716207,0.10515326273774231,0.04548574822711607
19,0.76,0.0022147680750621923,0.7352941176470589,0.0393481144902133,0.9338235294117647,19.842105263157894,0.002214768075062192,8524598.638590299,20.833333333333332,15,6,0.7765064836003052,13,34.097121110548535,3,0.24344939718139383,0.10789735574674708,0.05370210203672294
19,0.76,0.002337867198161316,0.7575757575757576,0.039410414431562325,0.9411764705882353,20.0,0.002317110177404295,8593278.552801225,21.0,15,6,0.7750943396226415,14,34.01802081468438,2,0.2437164261410116,0.10796262784464127,0.04407076204949117
