degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
10,0.4,0.003531746031746032,0.5,0.03615941960955287,0.8214285714285714,10.8,0.0035132275132275137,1793.7711230381033,15.250000000000002,7,3,0.4658385093167702,7,42.98557241714344,4,0.10079617105021683,0.32224310193273076,0.0629851249723225
11,0.44,0.015849713249713248,0.5319148936170213,0.039790508655349034,0.6666666666666666,10.727272727272727,0.016137433862433864,2102.69631057235,16.083333333333336,7,4,0.38967136150234744,5,39.535078217395636,4,0.10525037937089754,0.33966805494188756,0.07782182756313764
4,0.16,0.0014351851851851854,0.38461538461538464,0.018624293458476663,0.0,5.75,0.001726190476190476,44.385426602404344,11.033333333333333,2,2,0.3,0,94.36151847858399,5,0.04919358685183429,0.34863040633712994,0.012658857351630293
9,0.36,0.05667332852332853,0.5208333333333334,0.035028000632483666,0.3333333333333333,9.88888888888889,0.056513392857142866,1015.2102629231355,15.250000000000002,4,4,0.27340823970037453,1,46.164043119537965,4,0.09671412616749059,0.3835182379226,0.14931247951184357
11,0.44,0.04336486476486476,0.5555555555555556,0.04112153360115605,0.6111111111111112,10.454545454545455,0.04513726851851852,1900.1539292067148,16.333333333333332,6,6,0.3271461716937355,6,38.74799340740864,3,0.10627072194226246,0.3694486946063977,0.11185192563644542
14,0.56,0.03360042365042365,0.5952380952380952,0.0499352252716121,0.5606060606060606,11.071428571428571,0.033713988095238095,3560.281993149191,17.916666666666668,7,10,0.3296432964329643,0,32.01475863035621,4,0.11484114909639492,0.36696629054199337,0.09945601375936133
12,0.48,0.07892166352166351,0.5813953488372093,0.04464787251878189,0.5555555555555556,10.583333333333334,0.0762484126984127,2295.209659851833,17.0,7,7,0.30474452554744524,3,35.790866745325246,3,0.11006493105965111,0.3877628009483043,0.12491012443855004
12,0.48,0.05289585784585785,0.5813953488372093,0.04444106987070235,0.6222222222222222,10.75,0.05290085978835979,2404.6319290435704,17.0,7,6,0.3513011152416357,4,36.24893121698655,3,0.10948005955405461,0.3739168426497837,0.1300871836733827
12,0.48,0.05929752654752655,0.5681818181818182,0.043741272558961396,0.4888888888888889,10.75,0.05931921296296297,2309.4171294221624,16.916666666666664,6,8,0.28970331588132636,3,35.967302847072204,4,0.10983769233389479,0.3790271051128673,0.12043475259496589
15,0.6,0.07850939800939802,0.625,0.05404363096936472,0.46153846153846156,11.133333333333333,0.07428621031746031,3737.7584686047076,18.583333333333336,7,10,0.2712871287128713,0,29.286626700854285,4,0.11802623931219265,0.40585769116472437,0.14902483343778766
12,0.48,0.03445618455618456,0.5813953488372093,0.04348894403024759,0.6,11.25,0.03443584656084656,2463.9741877197907,17.083333333333336,7,7,0.3071786310517529,4,36.17496500759096,4,0.1095666542558945,0.3721920254200437,0.11850712495507568
9,0.36,0.038620370370370374,0.5102040816326531,0.034318196137693414,0.7142857142857143,10.11111111111111,0.037500000000000006,1087.7768040670505,15.083333333333334,7,2,0.36585365853658536,6,46.82621509037647,4,0.09586941376941735,0.36449531111781697,0.08560822071520667
12,0.48,0.02663625633625634,0.5681818181818182,0.04412713849494608,0.5777777777777777,10.583333333333334,0.026741236772486774,2085.191661976164,16.916666666666668,7,6,0.30347349177330896,3,36.75192822156856,4,0.10882636762223533,0.37817483643034694,0.11130890470982086
13,0.52,0.036481481481481476,0.5681818181818182,0.0464390814324279,0.5454545454545454,11.307692307692308,0.03586425264550265,3055.9641105183136,17.25,7,7,0.30494505494505497,1,33.721544598580685,4,0.11269151253497751,0.37438091169859755,0.09952679195692182
5,0.2,0.08,0.35714285714285715,0.03178777768306736,0.3333333333333333,4.0,0.08,15.724576387131616,10.583333333333334,3,2,0.0,2,102.19846232728625,4,0.04425753763249405,0.18339204582091076,0.08056662135040007
6,0.24,0.089240453990454,0.4716981132075472,0.029428082654138803,0.3333333333333333,6.833333333333333,0.09305324074074076,139.3509944810277,13.416666666666668,3,2,0.06557377049180328,0,69.39466539569106,4,0.06995106395424752,0.30247293023121163,0.1446475368539507
12,0.48,0.03783513708513709,0.5555555555555556,0.044934817533282156,0.5333333333333333,10.083333333333334,0.038720899470899475,1777.2280620557642,16.75,7,5,0.28488372093023256,5,37.18438051239352,4,0.10827170633449877,0.3923847213849899,0.10318519683043047
13,0.52,0.1148459003959004,0.6097560975609756,0.04806070290574025,0.509090909090909,10.923076923076923,0.11558432539682541,2721.6223827226077,17.666666666666664,7,7,0.2750352609308886,2,32.78825571571594,3,0.11386917310265283,0.41085578556271746,0.14050440755726754
7,0.28,0.017704558404558403,0.46296296296296297,0.028887303787950538,0.5,7.857142857142857,0.02014351851851852,277.1360356338093,13.783333333333333,4,3,0.17307692307692307,2,58.938726777302,5,0.08117491790037289,0.36948066757072534,0.076948864265847
6,0.24,0.07111111111111111,0.44642857142857145,0.029412611622065467,0.3333333333333333,6.833333333333333,0.06972222222222221,144.48624532131993,12.916666666666668,3,2,0.1206896551724138,1,69.58760417154002,4,0.06975766963741002,0.29929299498714096,0.12416614630650508
10,0.4,0.05260101010101009,0.4807692307692308,0.04083551142015648,0.39285714285714285,8.6,0.052179563492063485,759.0787873667775,15.116666666666667,5,5,0.24363636363636362,1,45.079844662042596,5,0.09809969823190874,0.4228758516488234,0.1575908343377262
13,0.52,0.02480731490731491,0.5681818181818182,0.04636154516883364,0.6181818181818182,11.153846153846153,0.024589550264550265,3110.0875754657045,17.25,7,10,0.3420669577874818,2,34.296491981761456,4,0.11196688125537187,0.3578418475221119,0.11782781629148088
9,0.36,0.02096023606023606,0.5,0.03418008616455297,0.42857142857142855,9.777777777777779,0.021758597883597883,909.3805363035829,15.116666666666667,4,6,0.23595505617977527,0,46.24767242870146,5,0.09661306440986114,0.3682665471504899,0.06855670507271824
13,0.52,0.034536944536944544,0.5681818181818182,0.04637133602357973,0.5272727272727272,11.23076923076923,0.03404388227513227,3088.2793035939667,17.25,7,8,0.31564245810055863,1,33.751291696390886,4,0.11265551722105392,0.3690660864476808,0.12474132865601206
3,0.12,0.0,0.26595744680851063,0.021784193583685545,0.0,2.6666666666666665,0.0,4.587410467389755,7.583333333333333,2,1,0.0,0,163.45802428165558,5,0.02146152045353994,5.921189464667501e-17,2.1047978175185259e-16
5,0.2,0.00275,0.390625,0.022049844211191254,0.3333333333333333,6.2,0.0028333333333333335,76.18232061598167,11.533333333333335,3,2,0.28,0,78.10574038129032,5,0.06175491502553971,0.3534162859524163,0.022560956230864234
