degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
9,0.36,0.06631603581603582,0.5102040816326531,0.04029532624154439,0.3333333333333333,6.777777777777778,0.07078792735042735,315.30134155074524,15.000000000000004,3,7,0.10256410256410256,0,51.7956438838106,3,0.10098210186244894,0.22278544964000077,0.18388924576886914
6,0.24,0.023737891737891738,0.4807692307692308,0.025842487820040137,0.16666666666666666,6.666666666666667,0.026205331705331708,262.6504734939569,13.499999999999998,3,3,0.0847457627118644,2,68.50285704785362,3,0.07913844978075217,0.07977955432986804,0.07661452938141973
4,0.16,0.0,0.3424657534246575,0.024405879397574326,1.0,4.0,0.0,11.474651839829797,9.833333333333332,3,1,0.0,0,123.01978663348547,4,0.0373054612966915,0.22220703822451487,0.045138888888888895
4,0.16,0.0,0.3424657534246575,0.024405879397574326,1.0,4.0,0.0,11.47465183982869,9.833333333333332,3,1,0.0,1,123.01978663348548,4,0.0373054612966915,0.2222070382245148,0.02256944444444444
6,0.24,0.015481481481481483,0.43103448275862066,0.02716412146944567,0.5,6.5,0.015962301587301587,143.7363346363253,12.500000000000002,3,3,0.1875,2,71.26921570757396,3,0.0759975388262386,0.1522337751437471,0.09668172872225508
8,0.32,0.15564814814814815,0.5,0.039571567485679957,0.3333333333333333,6.875,0.15589285714285717,328.1287896767552,14.500000000000004,3,5,0.0975609756097561,2,61.97204668247686,3,0.08716576985210855,0.3139767525591882,0.244316464223963
11,0.44,0.11647416472416472,0.6097560975609756,0.04087968572531945,0.3888888888888889,10.363636363636363,0.11469784798534802,4816.290131350416,17.0,5,7,0.2526997840172786,1,39.32472462852538,2,0.11953060886986552,0.23409625615367385,0.1478290908473574
8,0.32,0.047585997335997325,0.5555555555555556,0.03283116689441692,0.4666666666666667,9.25,0.04987688237688237,1271.4290425701072,15.333333333333334,4,5,0.17098445595854922,4,52.74086104649059,3,0.09959041125108678,0.19581547634008947,0.1251278632654651
11,0.44,0.1191231083731084,0.5952380952380952,0.04026491044499839,0.3888888888888889,11.0,0.1158080569122236,5400.57551233995,16.833333333333336,5,7,0.24950884086444008,4,38.79314403029529,3,0.12033599338667546,0.22488322486324766,0.19286538813066267
16,0.64,0.05585790135790137,0.6410256410256411,0.05152133823013568,0.6483516483516484,12.75,0.051817160154660154,22349.16917279305,18.999999999999996,10,9,0.44715447154471544,0,30.205212560792035,3,0.13301063064831056,0.19830069021132696,0.12502400937516234
16,0.64,0.023308737558737563,0.625,0.050076189137835084,0.7362637362637363,13.0,0.022863456450956447,25108.959873886477,18.833333333333332,10,11,0.5311973018549747,1,31.77518636616601,3,0.13069893071774938,0.1579316532298088,0.09121136633376133
