degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
24,0.96,0.009713551698845815,0.8928571428571429,0.04336855948161514,0.8614718614718615,21.291666666666668,0.009713551698845815,71463835.18656369,23.5,18,9,0.737958007410457,7,27.166103266591843,2,0.3817896978701933,0.08403362553051193,0.05833429603489413
24,0.96,0.017950527685821803,0.8928571428571429,0.04371809170847121,0.8268398268398268,20.875,0.01798491922021334,68505265.31433,23.5,18,7,0.7107009539610121,8,27.147073874077176,2,0.3819098664685433,0.09280984102651997,0.06390827352222442
19,0.76,0.0,0.7575757575757576,0.03483230367801434,1.0,21.842105263157894,0.0,48269190.07438993,21.0,18,1,0.8583569405099151,2,34.23332509139623,2,0.3371107599609053,0.07039113641394223,0.03751478923581023
21,0.84,0.0016667744020685195,0.8064516129032258,0.03814424173455585,0.9590643274853801,21.857142857142858,0.001666774402068519,58534452.73748666,22.0,18,3,0.8204627822693058,13,31.186100756081345,2,0.35626431106874745,0.0737035174206851,0.05179073657173947
21,0.84,0.001073062558356676,0.8064516129032258,0.03809302734037667,0.9707602339181286,22.0,0.001073062558356676,59299359.04921963,22.0,18,3,0.8298109010011123,15,31.19588264905659,2,0.35620223420007324,0.07301831429332278,0.052115286949985726
22,0.88,0.0038828268681209864,0.8333333333333334,0.039861988264138955,0.9263157894736842,21.681818181818183,0.0038828268681209855,62937006.6805419,22.5,18,4,0.7927318295739348,12,29.793999658282363,2,0.3650976057826251,0.077440875471109,0.05038536167698208
21,0.84,0.0016667744020685195,0.8064516129032258,0.03814424173455585,0.9590643274853801,21.857142857142858,0.001666774402068519,58534452.73748667,22.0,18,3,0.8204627822693058,16,31.186100756081355,2,0.35626431106874745,0.07370351742068511,0.04097815936662103
23,0.92,0.005881300616594734,0.8620689655172413,0.04158273541750684,0.9,21.565217391304348,0.005881300616594735,67746692.34007761,23.0,18,6,0.7700837293505318,10,28.449571930377484,2,0.37364352239413573,0.07968029701352868,0.05117162167727311
25,1.0,0.02595429243958656,0.9259259259259259,0.045698212459727154,0.8023715415019763,20.72,0.025888154873448987,72940359.13232863,24.0,18,10,0.6916951080773607,1,25.866148686448465,2,0.39000383616501105,0.09662230120923747,0.06600656269662045
23,0.92,0.005723893209187327,0.8620689655172413,0.04156022436370133,0.9,21.565217391304348,0.005723893209187326,67806968.98681326,23.0,18,6,0.771687429218573,11,28.461713030595064,2,0.3735661676135755,0.0798271909706908,0.05143105416714673
22,0.88,0.015676206509539842,0.8333333333333334,0.040690367865074455,0.8052631578947368,20.636363636363637,0.015613684463684462,54813325.90617995,22.5,16,9,0.6774993798064997,13,29.60163518995249,2,0.36632033413081677,0.09245880773797344,0.060066227731916014
25,1.0,0.022265950099283432,0.9259259259259259,0.04556299098854454,0.7905138339920948,20.64,0.022203428053428054,71869729.75774977,24.0,18,11,0.6784432269034574,2,25.87479220128444,2,0.38994719562555785,0.09725011189167455,0.06001262175677374
15,0.6,0.0066196087862754535,0.6756756756756757,0.029412293804143785,0.8205128205128205,19.6,0.006624987974987974,22078308.842119973,19.0,10,5,0.6488915518274416,6,41.6692155447236,2,0.2925768700573516,0.079019855097059,0.04009770614525729
9,0.36,0.0,0.5681818181818182,0.01948423932770872,1.0,17.88888888888889,0.0,6481835.477250686,15.833333333333334,8,1,0.6870748299319728,3,62.024874721891415,3,0.19582791162437355,0.06273615824874004,0.02273908004199181
25,1.0,0.013369876855170968,0.9259259259259259,0.04513752040537743,0.8300395256916996,21.04,0.013369876855170973,75451905.23444983,24.0,18,11,0.7133157299132403,3,25.953134260853393,2,0.38945395061591664,0.08857141033236895,0.06020916570934148
25,1.0,0.020581717483678274,0.9259259259259259,0.045416327808033584,0.8102766798418972,20.8,0.020559318894613016,73582166.49260315,24.0,18,10,0.6970270782048854,4,25.930244045480055,2,0.38959787841192367,0.09511345806676473,0.06515046361530716
26,1.04,0.025352240170867624,0.9615384615384616,0.047207799785601384,0.782608695652174,20.576923076923077,0.025289718125012246,77563620.81043918,24.5,18,12,0.6754920745514719,0,24.658920191520977,2,0.3970418008638906,0.09907018817526009,0.06526267376769476
15,0.6,0.004902677569344236,0.6756756756756757,0.029135427028029674,0.8589743589743589,20.133333333333333,0.005072871572871574,24081233.451129723,19.0,12,3,0.7120481927710843,1,41.70438995280732,2,0.29237577861094344,0.0772022291814918,0.051560270160047494
7,0.28,0.0,0.5434782608695652,0.016443464094161808,1.0,16.571428571428573,0.0,3357797.7370117274,14.833333333333332,6,1,0.7115384615384616,0,75.17721668451577,3,0.15267644084724832,0.017199507722752656,0.014112567351065305
22,0.88,0.0038828268681209864,0.8333333333333334,0.039861988264138955,0.9263157894736842,21.681818181818183,0.0038828268681209855,62937006.6805419,22.5,18,4,0.7927318295739348,14,29.793999658282335,2,0.36509760578262523,0.077440875471109,0.03943272816704386
19,0.76,0.013017115600448933,0.7575757575757576,0.03596154095479608,0.8235294117647058,20.526315789473685,0.012995069745069745,40357284.12530923,21.0,14,6,0.6917760884588804,8,34.0105166554506,2,0.3385013532495531,0.08506518271795528,0.06309814481356552
25,1.0,0.02595429243958656,0.9259259259259259,0.045698212459727154,0.8023715415019763,20.72,0.025888154873448987,72940359.13232863,24.0,18,10,0.6916951080773607,5,25.866148686448465,2,0.3900038361650108,0.0966223012092373,0.06870037824097998
15,0.6,0.006852413019079685,0.6756756756756757,0.029505149736355353,0.8589743589743589,20.0,0.006894300144300143,23329438.17187731,19.0,12,3,0.6833930704898447,4,41.684081643880624,2,0.292494312546806,0.07541417006586962,0.044717890483157365
20,0.8,0.00019607843137254904,0.78125,0.03644600563499348,0.9934640522875817,22.0,0.00019607843137254907,54016138.843732126,21.5,18,2,0.8487972508591065,17,32.6728306268448,2,0.34687791426065584,0.07135004429886033,0.05076269928778593
24,0.96,0.009537625772919889,0.8928571428571429,0.043351696341269126,0.8614718614718615,21.291666666666668,0.00953762577291989,71631084.60379422,23.5,18,7,0.7419022075510625,9,27.171947804713778,2,0.38175263844055846,0.08400372553594598,0.05570458783157258
25,1.0,0.02827836651366063,0.9259259259259259,0.04568134931938114,0.8023715415019763,20.72,0.028390800376094497,73109325.65770659,24.0,18,8,0.6942650968477022,6,25.86564160633326,2,0.3900069984755441,0.09674654755784341,0.0680541722380248
