degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
16,0.64,0.010815637578795475,0.6399999999999999,0.044091977562489545,0.7802197802197802,14.75,0.010839405964405968,82452.69854400888,18.666666666666668,10,11,0.5426136363636364,5
16,0.64,0.010815637578795475,0.6399999999999999,0.044091977562489545,0.7802197802197802,14.75,0.010839405964405968,82452.69854400876,18.666666666666668,10,11,0.5426136363636364,6
17,0.68,0.01859147236778816,0.6582857142857143,0.046903890008976934,0.7333333333333333,14.647058823529411,0.01769919432419432,90745.0515563263,19.166666666666668,10,10,0.5200493522516965,3
18,0.72,0.02260469988101567,0.6776470588235294,0.049565661954239865,0.7083333333333334,14.444444444444445,0.02171242183742184,99115.89356928824,19.666666666666668,10,15,0.5030170049369171,2
17,0.68,0.016545176071491866,0.6582857142857143,0.046948431200584076,0.7428571428571429,14.705882352941176,0.016120490620490625,91026.07106754492,19.166666666666668,10,11,0.5143730886850153,4
11,0.44,0.047588871167818535,0.576,0.03375836838155436,0.7777777777777778,13.363636363636363,0.04745370370370371,29125.39731545572,16.333333333333336,8,3,0.4755877034358047,6
11,0.44,0.005092592592592593,0.5619512195121951,0.031986743142384554,0.8055555555555556,13.636363636363637,0.005203703703703704,31299.065878036334,16.166666666666668,8,3,0.5126353790613718,8
16,0.64,0.018515955292271083,0.6399999999999999,0.0446472910124973,0.7032967032967034,14.4375,0.018091269841269842,76293.12890342089,18.666666666666668,10,7,0.49576868829337095,7
14,0.56,0.021416046429204322,0.6063157894736841,0.04006877780527565,0.7121212121212122,14.214285714285714,0.021669753086419757,54752.12147287241,17.666666666666668,10,5,0.47564469914040114,9
20,0.8,0.06403926482873852,0.72,0.05615309402245117,0.5882352941176471,13.85,0.0634114959114959,107022.61981609746,20.666666666666668,10,17,0.4221739130434783,0
11,0.44,0.0037508417508417507,0.5619512195121951,0.03131544449386303,0.8333333333333334,14.363636363636363,0.003699074074074075,36490.35707780993,16.166666666666668,7,5,0.5845070422535211,3
16,0.64,0.01634197235513025,0.6399999999999999,0.044390866279527645,0.7142857142857143,14.4375,0.016365740740740743,77051.3492868952,18.666666666666668,9,13,0.5028368794326241,7
15,0.6,0.017230981494139385,0.6227027027027027,0.042163334450676104,0.6794871794871795,13.933333333333334,0.017726972101972098,62073.85070914444,18.166666666666668,8,9,0.4751892346509672,5
4,0.16,0.0,0.3388235294117647,0.024072616802423376,1.0,3.75,0.0,18.20130121728368,9.583333333333334,3,1,0.0,1
2,0.08,0.0,0.0,0.038461538461538464,0.0,1.0,0.0,2.7182818284590438,0.0,1,1,0.0,0
7,0.28,0.14961111111111108,0.5008695652173912,0.032894124419888766,0.2,7.142857142857143,0.14976851851851852,1498.5867761149523,14.000000000000002,3,3,0.09090909090909091,0
12,0.48,0.005731481481481482,0.535813953488372,0.034035837615509774,0.7777777777777778,13.833333333333334,0.005731481481481482,40363.404332917504,16.333333333333336,8,5,0.538235294117647,0
4,0.16,0.0,0.3388235294117647,0.024072616802423376,1.0,3.75,0.0,18.201301217283678,9.583333333333334,3,1,0.0,2
10,0.4,0.02279329004329004,0.5485714285714285,0.030588007707009066,0.42857142857142855,11.6,0.02435880631713965,16035.95926374511,15.666666666666668,5,5,0.3253012048192771,2
9,0.36,0.059832535885167466,0.5619512195121951,0.030848501706577255,0.38095238095238093,9.777777777777779,0.06258333333333334,7074.070143511232,15.5,4,6,0.22058823529411764,1
19,0.76,0.0488572631072631,0.6399999999999999,0.05331218302701684,0.5955882352941176,13.736842105263158,0.04857331248997916,95010.44281454301,19.833333333333336,10,18,0.4263183834401183,1
13,0.52,0.02017468545100124,0.5907692307692308,0.037758565780288786,0.6727272727272727,13.76923076923077,0.020070987654320988,43048.00099860174,17.166666666666668,8,6,0.4537037037037037,2
16,0.64,0.017955146705146707,0.5907692307692308,0.044580962331602705,0.7252747252747253,14.5,0.017955146705146707,78376.50376951799,18.333333333333336,10,9,0.5138592750533049,8
15,0.6,0.09920437457279563,0.6582857142857143,0.044047248651779475,0.6282051282051282,13.6,0.09686652236652238,58487.53258973611,18.5,8,6,0.45345858240819814,1
8,0.32,0.005121212121212122,0.512,0.02619343347651037,0.6,10.0,0.005277777777777777,6405.1328328653635,14.500000000000002,4,6,0.27918781725888325,0
7,0.28,0.004036416799574695,0.512,0.02304850534042181,0.6,11.285714285714286,0.004648148148148149,6847.220177787951,14.166666666666666,4,4,0.3670886075949367,2
