degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
17,0.68,0.0037232872947158663,0.6223529411764707,0.039354182724046415,0.9142857142857143,16.823529411764707,0.003750631313131314,733008.2386237924,18.5,14,4,0.75551580202743,12
13,0.52,0.0006666666666666668,0.5160975609756099,0.030952134731916447,0.9636363636363636,16.0,0.0006666666666666673,396750.04166986805,16.083333333333336,11,2,0.8418491484184915,0
21,0.84,0.05636966252442443,0.7837037037037038,0.04927799688302576,0.7134502923976608,16.38095238095238,0.05564780636030636,958167.8790966836,21.0,14,11,0.5561643835616439,0
19,0.76,0.020707362302600396,0.7296551724137932,0.04436729798812975,0.8014705882352942,16.894736842105264,0.02111927701927702,856383.3813652759,20.0,14,8,0.6244653550042771,2
19,0.76,0.010721806852759233,0.7053333333333334,0.043770168059616435,0.8529411764705882,16.894736842105264,0.010420750083250083,900144.5684275896,19.833333333333336,14,7,0.691551184622262,3
19,0.76,0.010721806852759233,0.7053333333333334,0.043770168059616435,0.8529411764705882,16.894736842105264,0.010420750083250083,900144.5684275896,19.833333333333336,14,7,0.691551184622262,4
18,0.72,0.006768624232909947,0.66125,0.0415626964445453,0.875,16.833333333333332,0.006950692363192364,812266.1440381384,19.166666666666668,14,5,0.7197943444730077,8
19,0.76,0.010721806852759233,0.7053333333333334,0.043770168059616435,0.8529411764705882,16.894736842105264,0.010420750083250083,900144.5684275896,19.833333333333336,14,7,0.691551184622262,5
19,0.76,0.010721806852759233,0.7053333333333334,0.043770168059616435,0.8529411764705882,16.894736842105264,0.010420750083250083,900144.5684275896,19.833333333333336,14,7,0.691551184622262,6
18,0.72,0.007125246006198388,0.6825806451612904,0.041538463748804356,0.8916666666666667,17.166666666666668,0.00692273421023421,834645.9068654067,19.333333333333336,14,5,0.7172172172172172,9
12,0.48,0.04358854571354572,0.5718918918918919,0.03351172931813084,0.6,12.833333333333334,0.04305613368113368,132106.8477377529,16.333333333333332,6,6,0.36872309899569583,4
20,0.8,0.037481309034880464,0.7557142857142857,0.04704629257221368,0.7450980392156863,16.6,0.03611191169941169,890561.5744479685,20.5,14,10,0.5732122587968218,1
6,0.24,0.0,0.3847272727272727,0.020469586529585235,1.0,7.666666666666667,0.0,4143.262573135346,11.41666666666667,5,1,0.5652173913043478,3
8,0.32,0.0047412155745489085,0.4702222222222222,0.02510863922057313,0.8,9.625,0.006430976430976432,19536.78361923409,13.666666666666666,5,3,0.40853658536585363,1
12,0.48,0.0005253785015689779,0.5425641025641026,0.028881501011826908,0.9777777777777777,16.083333333333332,0.0008270202020202015,335729.3623837582,16.0,10,2,0.834054834054834,1
17,0.68,0.04449228395061729,0.6825806451612904,0.04157161422281564,0.6761904761904762,15.941176470588236,0.04299036796536796,552255.1274783519,19.0,11,8,0.5097613882863341,10
3,0.12,0.0,0.04,0.038461538461538464,0.0,2.0,0.0,4.194528049465328,1.0,2,1,0.0,0
3,0.12,0.0,0.04,0.038461538461538464,0.0,2.0,0.0,4.194528049465326,1.0,2,1,0.0,1
18,0.72,0.0737300061050061,0.7053333333333334,0.044148921159356425,0.6666666666666666,15.833333333333334,0.07267103267103268,612608.2146461876,19.5,12,7,0.4980824544582934,8
9,0.36,0.00889553656220323,0.49209302325581394,0.027317152941072006,0.7619047619047619,10.444444444444445,0.009852693602693604,34165.53259421434,14.333333333333334,5,5,0.375,0
13,0.52,0.020618316427840233,0.6045714285714286,0.03432721133896467,0.6727272727272727,14.153846153846153,0.022368783993783996,212945.83149411305,17.0,7,10,0.4273224043715847,3
11,0.44,0.02620114607614608,0.5568421052631579,0.031516163847934625,0.6944444444444444,12.272727272727273,0.025688191438191437,90861.0924564766,15.833333333333332,6,7,0.3595505617977528,2
17,0.68,0.0037232872947158663,0.6223529411764707,0.039354182724046415,0.9142857142857143,16.823529411764707,0.003750631313131314,733008.2386237923,18.5,14,4,0.75551580202743,13
19,0.76,0.010721806852759233,0.7053333333333334,0.043770168059616435,0.8529411764705882,16.894736842105264,0.010420750083250083,900144.5684275894,19.833333333333336,14,7,0.691551184622262,7
18,0.72,0.01440158386586958,0.6825806451612904,0.04176153110422224,0.85,16.944444444444443,0.01590560966810967,803684.3422094845,19.333333333333336,14,4,0.6846038863976084,10
18,0.72,0.019298174268412367,0.7053333333333334,0.04215878426763088,0.8083333333333333,16.88888888888889,0.019851755651755655,774933.996072833,19.5,14,4,0.6444227959084267,11
