degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769444,22.5,20,3,0.9202114876231675,4
4,0.16,0.0,0.48,0.013516483967998977,1.0,9.5,0.0,473124.4879834783,12.666666666666666,3,1,0.3,0
19,0.76,0.0,0.72,0.03429552366867142,1.0,21.736842105263158,0.0,83574848.9710497,20.333333333333332,18,1,0.9720226843100189,1
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769455,22.5,20,3,0.9202114876231675,5
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769453,22.5,20,3,0.9202114876231675,6
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769455,22.5,20,3,0.9202114876231675,7
24,0.96,0.03607702589807852,0.8861538461538462,0.04448188553294741,0.8528138528138528,20.958333333333332,0.036080827067669165,119725610.10308897,23.0,20,4,0.7986096024331958,1
24,0.96,0.009446693940734191,0.8861538461538462,0.04305849287300561,0.9134199134199135,21.541666666666668,0.009533645695120148,127802052.3305103,23.0,20,4,0.855994787141616,2
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769455,22.5,20,3,0.9202114876231675,8
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769455,22.5,20,3,0.9202114876231675,9
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769453,22.5,20,3,0.9202114876231675,10
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769453,22.5,20,3,0.9202114876231675,11
23,0.92,0.007188137009189642,0.8533333333333333,0.04143902422543293,0.9285714285714286,21.652173913043477,0.007191938178780282,118457129.9595778,22.5,20,3,0.8699380657455932,12
23,0.92,0.007188137009189642,0.8533333333333333,0.04143902422543293,0.9285714285714286,21.652173913043477,0.007191938178780282,118457129.9595778,22.5,20,3,0.8699380657455932,13
24,0.96,0.009446693940734191,0.8861538461538462,0.04305849287300561,0.9134199134199135,21.541666666666668,0.009533645695120148,127802052.3305103,23.0,20,4,0.855994787141616,3
23,0.92,0.06486416040100253,0.8533333333333333,0.04368507760479952,0.8476190476190476,20.869565217391305,0.0641044016290727,108678817.64328144,22.5,20,3,0.7939914163090128,14
22,0.88,0.0005882352941176471,0.7944827586206896,0.03914156156503374,0.9842105263157894,21.954545454545453,0.0005882352941176472,113397145.41172417,21.833333333333332,20,2,0.935613144536468,14
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769458,22.5,20,3,0.9202114876231675,15
25,1.0,0.041668916162956406,0.9216,0.04610135418052009,0.841897233201581,20.88,0.041755867917342364,129119486.03320603,23.5,20,5,0.7890547263681592,0
11,0.44,0.020215204678362575,0.5907692307692308,0.026220747176960994,0.6666666666666666,16.90909090909091,0.020974963450292396,14576557.021060798,16.5,8,3,0.5755894590846047,4
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769458,22.5,20,3,0.9202114876231675,16
5,0.2,0.0,0.512,0.014317834500968143,1.0,13.0,0.0,1591554.6691305782,13.5,4,1,0.5,2
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.8476946,22.5,20,3,0.9202114876231675,17
2,0.08,0.0,0.0,0.038461538461538464,0.0,1.0,0.0,2.7182818284590446,0.0,1,1,0.0,0
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769462,22.5,20,3,0.9202114876231675,18
23,0.92,0.0012807791537667703,0.8533333333333333,0.040829458395668025,0.9761904761904762,22.0,0.0012598361713106296,123856212.84769462,22.5,20,3,0.9202114876231675,19
