degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
19,0.76,0.00020833333333333335,0.5681818181818182,0.03952102314051503,0.9926470588235294,18.63157894736842,0.00020833333333333335,5008978.2991592875,19.616666666666664,17,2,0.945380063723259,11,38.74118537952801,5,0.15310130895986468,0.05761452157048494,0.048231941473135205
20,0.8,0.010581571206571206,0.6756756756756757,0.04177329918980008,0.954248366013072,18.55,0.00951388888888888,5415508.945258832,20.749999999999996,17,3,0.8922036595067622,2,37.13317621413743,4,0.15604129034963654,0.06922680563227895,0.06158247186948944
7,0.28,0.09333333333333332,0.49019607843137253,0.02980267945591985,0.6,7.571428571428571,0.09444444444444443,15664.139047795892,14.000000000000002,4,2,0.16666666666666666,1,82.78436344730756,3,0.08389996078997342,0.3182980667076731,0.18987928510768512
7,0.28,0.03736263736263737,0.5434782608695652,0.023692841178729853,0.6,11.571428571428571,0.05507575757575757,143339.78245345198,14.833333333333334,4,2,0.2727272727272727,2,68.72994816448606,3,0.10228073712135763,0.25225188570757273,0.22799084821207755
17,0.68,0.3337484737484737,0.6944444444444444,0.04239559102454859,0.6761904761904762,16.470588235294116,0.3160353535353535,2682060.1151356073,19.833333333333332,13,3,0.5875613747954174,11,34.33757040746797,3,0.1611383220362029,0.3507235421360114,0.39834852734510034
20,0.8,0.010581571206571206,0.6756756756756757,0.04177329918980008,0.954248366013072,18.55,0.00951388888888888,5415508.945258811,20.749999999999996,17,3,0.8922036595067622,3,37.13317621413743,4,0.1560412903496365,0.06922680563227883,0.06180994879623346
20,0.8,0.010581571206571206,0.6756756756756757,0.04177329918980008,0.954248366013072,18.55,0.00951388888888888,5415508.945258812,20.749999999999996,17,3,0.8922036595067622,4,37.13317621413743,4,0.1560412903496365,0.06922680563227904,0.0653735452874615
20,0.8,0.010581571206571206,0.6756756756756757,0.04177329918980008,0.954248366013072,18.55,0.00951388888888888,5415508.945258812,20.749999999999996,17,3,0.8922036595067622,5,37.13317621413743,4,0.15604129034963654,0.069226805632279,0.05312706638698905
8,0.32,0.17444444444444446,0.5,0.035052363779720826,0.5333333333333333,7.375,0.17333333333333328,15800.753453112024,14.500000000000002,4,3,0.15503875968992248,0,81.01539812785515,3,0.08601208085170671,0.3605744894719008,0.25758761844101846
21,0.84,0.040374000999001,0.6944444444444444,0.04512985957785845,0.8654970760233918,18.0,0.045625,5511741.178159155,21.249999999999996,17,4,0.8016237204376986,0,34.686460248433626,4,0.1603463341623523,0.13510006274484185,0.12347410482433617
