degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
25,1.0,0.012594608550490903,0.9216,0.04490345544776594,0.8260869565217391,20.72,0.012594608550490901,61146014.966980524,23.5,15,51,0.7141208156983455,0
23,0.92,0.007122987578869932,0.8533333333333333,0.041457521339025125,0.8761904761904762,21.08695652173913,0.007122987578869933,53867870.30031013,22.5,15,38,0.7539170506912443,8
22,0.88,0.0032377061935885466,0.8228571428571427,0.039658881862497,0.9210526315789473,21.40909090909091,0.003237706193588546,51027955.78466533,22.0,15,36,0.7888719512195121,10
22,0.88,0.0032377061935885466,0.8228571428571427,0.039658881862497,0.9210526315789473,21.40909090909091,0.003237706193588546,51027955.78466533,22.0,15,36,0.7888719512195121,11
24,0.96,0.02064179611238435,0.8861538461538462,0.04377368173600861,0.7965367965367965,20.375,0.02064179611238435,53843423.99936648,23.0,14,41,0.68404456590288,3
23,0.92,0.005032799988682341,0.8533333333333333,0.04134435289401386,0.8952380952380953,21.304347826086957,0.005032799988682339,55000146.74263803,22.5,15,44,0.7681891209547854,9
19,0.76,0.011456600316894435,0.7432258064516128,0.03569158982311123,0.8088235294117647,20.105263157894736,0.011456600316894439,32355616.049377464,20.5,12,13,0.6862190812720848,8
22,0.88,0.01405730979260391,0.8228571428571427,0.04024002429429426,0.8526315789473684,20.818181818181817,0.01405730979260391,47681050.82538046,22.0,15,21,0.7331639135959339,12
14,0.56,0.0008488562091503268,0.6399999999999999,0.02692453614081592,0.9393939393939394,20.714285714285715,0.0008488562091503268,18679553.156092215,18.0,11,4,0.7933000712758375,9
24,0.96,0.008338956794839146,0.8861538461538462,0.04310481597123781,0.8614718614718615,21.0,0.008338956794839144,58117807.91143653,23.0,15,48,0.7410283315844701,4
21,0.84,0.006686879297173413,0.7944827586206896,0.038363393254581483,0.8596491228070176,20.80952380952381,0.006686879297173413,43191689.41464404,21.5,13,23,0.7330710873840967,12
25,1.0,0.012594608550490903,0.9216,0.04490345544776594,0.8260869565217391,20.72,0.012594608550490901,61146014.96698047,23.5,15,51,0.7141208156983455,1
24,0.96,0.0117915782474606,0.8861538461538462,0.0432947685132131,0.8225108225108225,20.666666666666668,0.011791578247460598,55966827.724726915,23.0,15,29,0.7138649274142647,5
24,0.96,0.010995752341340578,0.8861538461538462,0.04325551049867185,0.8354978354978355,20.791666666666668,0.010995752341340577,56697160.63042021,23.0,15,37,0.7222338862061726,6
17,0.68,0.0001666666666666667,0.6981818181818181,0.0315290692948306,0.9904761904761905,21.41176470588235,0.00016666666666666682,30563020.87800099,19.5,15,2,0.8474264705882353,14
24,0.96,0.021778821124409365,0.8861538461538462,0.043807633641981675,0.7835497835497836,20.25,0.02177882112440936,53308040.22214255,23.0,15,26,0.680540883160786,7
21,0.84,0.004983437314319668,0.7944827586206896,0.038163565522387706,0.8947368421052632,21.142857142857142,0.004983437314319669,45213876.92736536,21.5,14,25,0.7740751200225925,7
22,0.88,0.006123228079110433,0.8228571428571427,0.039819594450118026,0.8736842105263158,21.0,0.00612322807911043,48928317.58598262,22.0,14,24,0.7562468128505865,2
25,1.0,0.025300957756840117,0.9216,0.04546578452825895,0.7707509881422925,20.16,0.025300957756840114,57427439.3171417,23.5,15,29,0.6724806201550387,2
8,0.32,0.0003030303030303031,0.5485714285714285,0.017903168881485198,0.9333333333333333,17.0,0.00030303030303030276,3840426.5103322635,15.0,6,2,0.6677316293929713,0
14,0.56,0.0050343915343915345,0.6399999999999999,0.02750780280046503,0.8484848484848485,19.785714285714285,0.005034391534391535,16714377.644459032,18.0,10,4,0.7084527220630372,4
22,0.88,0.004128388223976459,0.8228571428571427,0.03971390408780978,0.9052631578947369,21.318181818181817,0.004128388223976458,50424112.831970684,22.0,15,28,0.777580522444839,13
2,0.08,0.0,0.0,0.038461538461538464,0.0,1.0,0.0,2.7182818284590504,0.0,1,1,0.0,0
20,0.8,0.0018991207594148776,0.768,0.036410692331278985,0.9411764705882353,21.3,0.0018991207594148771,41941526.79380785,21.0,15,12,0.8082539682539682,3
22,0.88,0.0048661333220156745,0.8228571428571427,0.039744329726132,0.8894736842105263,21.181818181818183,0.004866133322015674,49806788.69936045,22.0,15,22,0.7695829094608342,5
19,0.76,0.003444345414933651,0.7432258064516128,0.03489804718821467,0.9044117647058824,20.94736842105263,0.0034443454149336496,36517762.1737935,20.5,13,14,0.7889842632331903,6
