Feature_Name,Frequency,Mean_Importance,max_features
Edge323,50,0.04656329588259203,19
Edge204,47,0.05389975024940135,19
Edge232,47,0.04471245674626413,19
Edge68,47,0.033759720221708464,19
Edge80,41,0.047614173517376665,19
Edge70,41,0.01961692016347967,19
Edge74,39,0.049473364174080874,19
Edge201,39,0.04073481224466039,19
Edge76,38,0.035008275020645435,19
Edge21,38,0.02888643555541606,19
Edge171,38,0.024943823513527134,19
Edge116,36,0.05454427289130728,19
Edge266,33,0.026240428901546948,19
Edge260,32,0.045596720008045356,19
Edge39,32,0.03193516952200967,19
Edge4,30,0.05830473383913839,19
Edge152,28,0.023878352610177064,19
Edge101,26,0.02033128168839208,19
