degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
14,0.56,0.015187441643323998,0.6223529411764707,0.0442334053653602,0.7727272727272727,13.642857142857142,0.014302248677248677,21718.602237359326,17.5,8,8,0.49381443298969074,6
3,0.12,0.0,0.04,0.038461538461538464,0.0,2.0,0.0,4.194528049465326,1.0,2,1,0.0,0
4,0.16,0.003584967320261438,0.41490196078431374,0.018024461905622256,0.0,6.5,0.004107142857142858,235.58044058267143,11.333333333333334,2,2,0.14285714285714285,0
6,0.24,0.01128968253968254,0.43183673469387757,0.02368608636749617,0.5,9.166666666666666,0.012031746031746032,1563.3604024715196,12.333333333333334,4,2,0.4,2
16,0.64,0.13082103952692192,0.66125,0.05508537024168609,0.5054945054945055,11.875,0.1284060846560847,19117.68312826844,18.5,8,10,0.3355263157894737,3
12,0.48,0.04524867724867725,0.5718918918918919,0.04202562604020836,0.5777777777777777,11.416666666666666,0.04554056437389771,9413.105771921366,16.333333333333332,7,5,0.3495798319327731,1
15,0.6,0.02849564270152505,0.6412121212121212,0.047680887005957774,0.6923076923076923,13.2,0.02873148148148148,23460.36413786548,18.0,8,8,0.4673913043478261,5
6,0.24,0.0,0.4702222222222222,0.021169979810368177,1.0,11.5,0.0,2690.0307685693447,13.0,5,1,0.5666666666666667,1
16,0.64,0.036275676937441645,0.6412121212121212,0.050955057490940925,0.6703296703296703,13.0625,0.035830687830687824,26075.256507548267,18.333333333333336,8,11,0.4553359683794466,4
14,0.56,0.010437130407718643,0.6223529411764707,0.04411881729045871,0.803030303030303,13.857142857142858,0.009955026455026458,22519.22990273291,17.5,8,11,0.5097037793667007,7
15,0.6,0.03037830687830687,0.6412121212121212,0.04795640265277727,0.6538461538461539,12.933333333333334,0.030169973544973548,21984.131313499238,18.0,8,9,0.43454545454545457,6
17,0.68,0.04788554310613135,0.6825806451612904,0.054096170866387246,0.6190476190476191,12.941176470588236,0.0473181216931217,28040.561868533412,19.0,8,15,0.41440217391304346,0
10,0.4,0.00394047619047619,0.5038095238095239,0.03252729183845483,0.8214285714285714,12.4,0.003892857142857143,9067.075954177028,14.833333333333334,7,3,0.5208333333333334,2
17,0.68,0.050831543728602546,0.6825806451612904,0.05401803746084702,0.6476190476190476,13.117647058823529,0.049943783068783054,29373.484594300513,19.0,8,15,0.4398368456832087,1
5,0.2,0.0,0.40692307692307694,0.02030321877946859,1.0,7.6,0.0,500.55952008832764,11.500000000000002,4,1,0.3548387096774194,2
3,0.12,0.0,0.04,0.038461538461538464,0.0,2.0,0.0,4.194528049465316,1.0,2,1,0.0,1
8,0.32,0.0027658730158730163,0.49209302325581394,0.026807061714977633,0.8666666666666667,11.625,0.002805555555555556,4903.158905635477,14.0,6,2,0.4855769230769231,1
14,0.56,0.07130454403983816,0.6223529411764707,0.04684439413863558,0.5757575757575758,12.285714285714286,0.07030114638447972,15953.295933329397,17.5,7,8,0.37161430119176597,4
13,0.52,0.031089947089947095,0.5568421052631579,0.042666467567166536,0.6363636363636364,12.076923076923077,0.03240277777777778,14347.576075068748,16.5,7,6,0.4325068870523416,5
5,0.2,0.007306878306878308,0.4502127659574468,0.020122898977168433,0.3333333333333333,8.2,0.009229497354497355,731.4804871888998,12.333333333333332,3,2,0.20930232558139536,0
16,0.64,0.02209126984126984,0.6223529411764707,0.050124906024258786,0.6923076923076923,13.0625,0.02252116402116402,26548.71987728266,18.166666666666664,8,12,0.46842525979216626,3
6,0.24,0.010714285714285716,0.44083333333333335,0.02448628129829838,0.5,7.666666666666667,0.01138888888888889,659.633731433817,12.500000000000002,4,2,0.21875,2
17,0.68,0.05932236227824464,0.6825806451612904,0.05444337848794137,0.638095238095238,13.176470588235293,0.057980158730158736,29081.897600836914,19.0,8,15,0.42361574382921946,2
7,0.28,0.007193121693121693,0.46,0.027587794978959947,0.7,8.571428571428571,0.008311728395061727,1244.087938599899,13.166666666666668,4,3,0.26605504587155965,0
11,0.44,0.0018452380952380955,0.5160975609756099,0.03494954100579508,0.8888888888888888,13.181818181818182,0.0018452380952380947,13284.713693158576,15.333333333333334,8,3,0.5935613682092555,8
12,0.48,0.015323685029567382,0.5425641025641026,0.03916338576768781,0.7111111111111111,12.25,0.016317460317460317,13012.522719016875,16.0,8,4,0.4831649831649832,0
