degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color
24,0.96,0.009825361185655305,0.8861538461538462,0.042013614192043275,0.8571428571428571,21.333333333333332,0.009825361185655301,86668490.745565,23.0,16,11,0.7434102141680395,7
23,0.92,0.0075903184506125685,0.8533333333333333,0.04040383602575491,0.8761904761904762,21.434782608695652,0.007590318450612567,80371178.17780238,22.5,16,9,0.7571783857110559,10
20,0.8,0.002875251110545229,0.768,0.03562133939717893,0.934640522875817,21.6,0.0028752511105452276,61627579.34326256,21.0,16,4,0.795109873104302,12
21,0.84,0.00369205005234417,0.7944827586206896,0.037181256469773834,0.9239766081871345,21.666666666666668,0.0036920500523441695,68402089.48045175,21.5,16,6,0.7892699115044248,14
21,0.84,0.00369205005234417,0.7944827586206896,0.037181256469773834,0.9239766081871345,21.666666666666668,0.0036920500523441695,68402089.48045175,21.5,16,6,0.7892699115044248,15
21,0.84,0.004453874828874828,0.7944827586206896,0.037123288644635516,0.9064327485380117,21.714285714285715,0.004453874828874827,68738956.91632532,21.5,16,5,0.786028602860286,13
25,1.0,0.012672958033252149,0.9216,0.04365424815200408,0.83399209486166,21.16,0.01267295803325215,92553199.14265487,23.5,16,13,0.7286470143613001,2
24,0.96,0.009954787315081431,0.8861538461538462,0.04201327636863955,0.8571428571428571,21.333333333333332,0.009954787315081431,86673676.17220618,23.0,16,11,0.7434102141680395,8
26,1.04,0.01774839185868598,0.96,0.045347098055181126,0.8079710144927537,20.923076923076923,0.017748391858685975,97672991.71208349,24.0,16,16,0.7070285316631872,0
26,1.04,0.01774839185868598,0.96,0.045347098055181126,0.8079710144927537,20.923076923076923,0.017748391858685975,97672991.71208347,24.0,16,16,0.7070285316631872,1
23,0.92,0.005556037916332034,0.8533333333333333,0.040259263932999785,0.8952380952380953,21.695652173913043,0.0055560379163320335,82544822.0528645,22.5,16,10,0.7744767049291019,11
21,0.84,0.004039623774917893,0.7944827586206896,0.037214278905027105,0.9064327485380117,21.476190476190474,0.00403962377491789,66998473.10849539,21.5,15,10,0.7724882369222253,14
25,1.0,0.011127420237714356,0.9216,0.04359308561954136,0.841897233201581,21.24,0.011127420237714352,93286876.60514104,23.5,16,15,0.7339120588790338,3
15,0.6,0.0007326007326007326,0.6582857142857143,0.02788285820198448,0.9615384615384616,20.6,0.0007326007326007323,31333910.46469508,18.5,12,3,0.8040917544947304,2
25,1.0,0.011127420237714356,0.9216,0.04359308561954136,0.841897233201581,21.24,0.011127420237714352,93286876.60514106,23.5,16,15,0.7339120588790338,4
23,0.92,0.0068487405840347015,0.8533333333333333,0.040374758611046314,0.8761904761904762,21.434782608695652,0.006848740584034699,80298956.84429118,22.5,16,12,0.7559873474920922,12
17,0.68,0.0015846930846930847,0.6981818181818181,0.030887788015444187,0.9428571428571428,21.529411764705884,0.0015846930846930838,43863091.53582442,19.5,14,3,0.8099910793933988,8
25,1.0,0.011127420237714356,0.9216,0.04359308561954136,0.841897233201581,21.24,0.011127420237714352,93286876.60514104,23.5,16,15,0.7339120588790338,5
19,0.76,0.0025366300366300365,0.7432258064516128,0.034089720732868846,0.9264705882352942,21.31578947368421,0.002536630036630035,53994172.471633784,20.5,15,6,0.7847658979734451,10
24,0.96,0.008595674205968323,0.8861538461538462,0.041968386297890216,0.8614718614718615,21.375,0.00859567420596832,87032404.82692641,23.0,16,14,0.7469631459748816,9
25,1.0,0.011127420237714356,0.9216,0.04359308561954136,0.841897233201581,21.24,0.011127420237714352,93286876.60514106,23.5,16,15,0.7339120588790338,6
17,0.68,0.0013372183372183373,0.6981818181818181,0.030881817725002956,0.9523809523809523,21.529411764705884,0.0013372183372183364,43941794.592409745,19.5,14,3,0.8155774395702775,7
18,0.72,0.0015151515151515154,0.72,0.032492613687792826,0.9583333333333334,21.5,0.0015151515151515138,49336832.93079592,20.0,16,2,0.8108214849921012,9
2,0.08,0.0,0.0,0.038461538461538464,0.0,1.0,0.0,2.7182818284590478,0.0,1,1,0.0,0
13,0.52,0.0,0.6227027027027027,0.024761595039022113,1.0,20.307692307692307,0.0,22907461.20426011,17.5,12,1,0.8383658969804618,3
23,0.92,0.009157180782180781,0.8533333333333333,0.04046672608105084,0.8571428571428571,21.26086956521739,0.00915718078218078,78979739.74635483,22.5,16,7,0.7436594202898551,13
