Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge20,0.09985201595579042,,0.09985201595579042,0.09985201595579042,16
Edge218,0.0879595768312863,0.02115392541159173,0.06556618947054006,0.10744862985730849,16
Edge4,0.05617884059540371,0.026622006535884042,0.02313509532775492,0.10787726474560379,16
Edge251,0.053392712100344325,0.025961864558378497,0.014115664214134778,0.11730707077590578,16
Edge116,0.0520816950818361,0.016477887927973826,0.030446987245249184,0.09975081357283451,16
Edge294,0.05189331213548805,,0.05189331213548805,0.05189331213548805,16
Edge6,0.05142830807954174,0.017011191666345363,0.027383798759450368,0.08656079325794168,16
Edge204,0.05090109128947959,0.021940234395601426,0.01888802746548676,0.14410155501417896,16
Edge80,0.04933213495778025,0.020148045625968305,0.02013724411599237,0.08994471317777421,16
Edge134,0.0489581267529837,,0.0489581267529837,0.0489581267529837,16
Edge247,0.048851969186054015,0.02622471951859538,0.030308292179740008,0.06739564619236801,16
Edge323,0.0483719154207006,0.01698015493434167,0.019121345692553107,0.1020426424990241,16
Edge89,0.048059083335765154,,0.048059083335765154,0.048059083335765154,16
Edge139,0.04794341775918759,0.018435159762937126,0.028669864995674255,0.08317643730063945,16
Edge268,0.04753197627734054,0.028368595763569256,0.013797034160750985,0.08296117409619447,16
Edge74,0.04716114371972014,0.029755317218225708,0.016212945717519512,0.17507285348999022,16
Edge300,0.046820788059394554,0.02133577282525539,0.014434320450605314,0.08659607505877803,16
Edge259,0.04660155840707371,0.017754271402364838,0.023296328242449423,0.08697717031846115,16
Edge117,0.04653382060895052,0.024508287370147087,0.0166895203829455,0.12183455594484106,16
Edge54,0.0454286924150171,0.030070807127682467,0.010176280124957767,0.11618388505313682,16
Edge260,0.04447623360977005,0.01948846377055749,0.01596937851130694,0.12327446646949508,16
Edge232,0.04320841588665099,0.020846197104815993,0.012948247679181195,0.09647747215914779,16
Edge149,0.04178098050419902,,0.04178098050419902,0.04178098050419902,16
Edge178,0.04138738781766513,0.013921568298819936,0.02222194310715107,0.06686984050761142,16
Edge201,0.04113254170807131,0.018242792326376336,0.008264212929069753,0.0926108946093093,16
Edge112,0.0410854767979405,0.019381183510995808,0.013378216052615821,0.077384811238348,16
Edge277,0.03870149525144197,,0.03870149525144197,0.03870149525144197,16
Edge136,0.038420215536053,0.017592153735921705,0.01627405653701342,0.07540163716861135,16
Edge254,0.03831482414414985,0.022003719436641103,0.010703454471532916,0.0675328034772503,16
Edge238,0.038308432892760876,0.014132897812134884,0.017364189976697322,0.049496399288310684,16
Edge1,0.03804325177063164,0.018267601475006435,0.006116536010850187,0.07487408214565702,16
Edge280,0.037727692712917975,0.01713257941832251,0.020981215538246344,0.08038492085052419,16
Edge311,0.03761682448022854,0.010499155529231493,0.02762466448857098,0.0485584760089573,16
Edge40,0.037535343107970055,0.011922257652063,0.029105033875143103,0.04596565234079701,16
Edge41,0.037518428479641965,0.014827086355482366,0.020553463975577575,0.06873789529598222,16
Edge249,0.037048028184844414,0.01753076761938231,0.016805283398985876,0.04720512138026958,16
Edge76,0.036239859854042676,0.020046613876811985,0.012054301777949306,0.08380634484899756,16
Edge49,0.03607595835693663,0.016011189659530498,0.01929984469726737,0.06685538475354172,16
