Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge218,0.09331625975668759,0.02741319711384687,0.054728923692811744,0.11731145012828834,18
Edge20,0.09108639588741578,,0.09108639588741578,0.09108639588741578,18
Edge4,0.05688442265537444,0.024197591137696987,0.02583151612296887,0.09885661903607572,18
Edge251,0.055354490715555475,0.027871570602630458,0.013577692471009721,0.1202838060206777,18
Edge204,0.05380242533831921,0.024174832305578917,0.011732152441104836,0.1407898576010745,18
Edge6,0.052906273063678684,0.02004130415293644,0.0231032323286437,0.09558755833430516,18
Edge139,0.052424768572856814,0.030196176868841556,0.01836777828594179,0.1125113126831595,18
Edge116,0.051706210092319856,0.01660393373041388,0.028258229951622974,0.09853012640327372,18
Edge323,0.050256836875146885,0.01915051836611388,0.011765160462894286,0.11647118906394092,18
Edge74,0.05020782776589145,0.029113005495799888,0.017861658626709204,0.1549218971700035,18
Edge259,0.050076252576067494,0.016988524889530787,0.018917559572681104,0.07953711896812139,18
Edge80,0.04790253527555773,0.020843150589132952,0.01945896629507659,0.09332164528630078,18
Edge89,0.047067503731672795,,0.047067503731672795,0.047067503731672795,18
Edge117,0.046708436916852863,0.02437210518723319,0.011813160500394465,0.11722444121713936,18
Edge300,0.046423684548692896,0.01857994909959006,0.022975207915230285,0.07998647885054556,18
Edge112,0.04604079563688067,0.02275611688001387,0.01551681185742848,0.08528562076318921,18
Edge268,0.04551816012396115,0.02843820932107297,0.01892033982620909,0.08565165873450005,18
Edge54,0.04534364888169213,0.03029575437142346,0.009019429325699912,0.12427616681923542,18
Edge260,0.04532925146107628,0.022758889436037145,0.01440405657704887,0.1399613077347335,18
Edge134,0.04527976811652368,,0.04527976811652368,0.04527976811652368,18
Edge247,0.04414703489674256,0.02567398137182123,0.025992788568670665,0.062301281224814445,18
Edge232,0.04352984667887538,0.02040576550243477,0.016200058257691934,0.11480385034291174,18
Edge294,0.0433625397962429,,0.0433625397962429,0.0433625397962429,18
Edge201,0.04190426685950916,0.01901045218041088,0.010113889774546447,0.09789122448146868,18
Edge14,0.041202372987970706,0.005230052371540027,0.03750416749009396,0.04490057848584744,18
Edge181,0.039840896278327216,,0.039840896278327216,0.039840896278327216,18
Edge249,0.03971239603173401,0.01647167998448729,0.02261694399770867,0.055479912996247396,18
Edge178,0.03761258412816047,0.013446526556040353,0.016607474356635885,0.06472257069892283,18
Edge1,0.03709805516784582,0.017670312855073058,0.014536746406765532,0.07455646354804175,18
Edge136,0.03705162244815173,0.016534517068957418,0.01801120285592325,0.07884943576177943,18
Edge135,0.036814996980966096,0.024551986336169278,0.010381268288803019,0.07268938495711556,18
Edge76,0.036004390554458754,0.02027480567358685,0.0050632709244506306,0.07857281833899973,18
Edge311,0.03574774863270098,0.0023264363453509695,0.033534020558258916,0.038172513302856925,18
Edge68,0.035600068031968614,0.014921013057281622,0.016427625734404663,0.08903050707958465,18
Edge284,0.035256770279646056,0.01488250977385654,0.016229045928756253,0.06869308065300077,18
Edge41,0.0346525978346963,0.013399237568063407,0.01923606828834638,0.06035666172786991,18
Edge49,0.034611954537844776,0.012735401703109819,0.019230913007434167,0.057854839051038436,18
Edge280,0.033780138355126,0.009962099143479989,0.017645920565197867,0.055163596538072936,18
Edge79,0.033723487719779656,0.01572499891506204,0.0204990101261296,0.06035801462107277,18
Edge40,0.03346501039938993,0.00570869719421222,0.02942835190162185,0.037501668897158,18
Edge39,0.03274174984573646,0.012928154333376135,0.00926561265876472,0.07030328816076124,18
Edge34,0.03251334987617034,0.006868036006782419,0.025445853658723032,0.04192407831691273,18
Edge149,0.03095098119759178,,0.03095098119759178,0.03095098119759178,18
Edge238,0.030564292646324986,0.006904966190127286,0.021564158399616055,0.03832731137990873,18
Edge153,0.03045486323774677,0.013965477697499144,0.012970250549758491,0.04515445348976852,18
Edge301,0.029702882147400207,0.01573286702372155,0.010712492211291893,0.06137039836654856,18
Edge197,0.029539038578805646,,0.029539038578805646,0.029539038578805646,18
Edge67,0.029136060641146145,,0.029136060641146145,0.029136060641146145,18
Edge257,0.028788479091459387,0.01876872127042986,0.01551698900693824,0.04205996917598054,18
Edge28,0.028001782082102033,0.009113498478423914,0.016911504080989806,0.0392130724299997,18
Edge306,0.027923894678287178,0.002544960247268797,0.026124336029593218,0.029723453326981137,18
Edge145,0.027697431615840432,,0.027697431615840432,0.027697431615840432,18
Edge296,0.02768600523055705,0.010761178411268363,0.013345867707687597,0.05228404807476191,18
Edge164,0.02759577274989397,0.01270344306536242,0.01861308201395898,0.03657846348582896,18
Edge203,0.027536138110047757,,0.027536138110047757,0.027536138110047757,18
Edge165,0.027340997535771665,0.012050143960665725,0.010420685169183357,0.0622041025010387,18
Edge254,0.02734010054035742,0.017947587279509885,0.011109543806236449,0.050068137992120426,18
Edge206,0.02701046383967259,,0.02701046383967259,0.02701046383967259,18
Edge130,0.026769476378832008,0.010568321013382878,0.01929654492451269,0.03424240783315133,18
Edge10,0.026474489443464862,0.010715125130281205,0.007519651071272583,0.03754276001786424,18
Edge266,0.026461967068068054,0.012267006974900864,0.010282506622360826,0.05917556197023656,18
Edge71,0.026320812092635013,,0.026320812092635013,0.026320812092635013,18
