Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge20,0.09686820322994917,,0.09686820322994917,0.09686820322994917,26
Edge218,0.09180938527489343,0.03023694747019603,0.050227299223434406,0.12223060129985269,26
Edge6,0.06017029755643143,0.024672076754337358,0.03082537413370157,0.13345442004987704,26
Edge4,0.05985643790710054,0.029001872754719913,0.011323164399542618,0.11938074386266082,26
Edge251,0.05797879605345021,0.037704262997932156,0.009762827282907768,0.16048919489003582,26
Edge139,0.05447477065554739,0.025109109698097425,0.0276762703694681,0.09202359409379601,26
Edge204,0.05386541668802361,0.02873741795822255,0.01940605817129664,0.1772193027137912,26
Edge116,0.05357402986069837,0.0174169893731417,0.01835346296877276,0.10331720914400311,26
Edge89,0.05331226559324588,,0.05331226559324588,0.05331226559324588,26
Edge74,0.05307709053326622,0.034164237747736526,0.014799411911377108,0.18253377028215892,26
Edge268,0.05074917390887085,0.025436788163947607,0.028912832234114495,0.08464266834509812,26
Edge117,0.050164910778477866,0.027190546043570653,0.015165786410919745,0.1293480775797202,26
Edge300,0.05000201583153964,0.020104671392884847,0.016554831919645567,0.08424305499465168,26
Edge259,0.04976046747660972,0.016763179079298432,0.024507170803629855,0.08864144940696964,26
Edge294,0.04955144752595813,,0.04955144752595813,0.04955144752595813,26
Edge149,0.04906129164022425,,0.04906129164022425,0.04906129164022425,26
Edge112,0.04905998887320761,0.015964704943088277,0.017346364903630587,0.07020678344973484,26
Edge80,0.04827063144385017,0.02583834840012661,0.01388157400807465,0.10991784667732132,26
Edge323,0.047674918602835695,0.018986993721750948,0.010530809811149976,0.11288572998391166,26
Edge260,0.04645216145173917,0.02550505518639332,0.01786442928783372,0.15089296598112434,26
Edge54,0.04415573588194828,0.028906696616166336,0.011075821999299691,0.11489022696319713,26
Edge232,0.043424746133729236,0.024834132935649168,0.01276353012841527,0.11797004971030606,26
Edge247,0.042164702124336796,0.035852467099796094,0.016813179515803384,0.06751622473287021,26
Edge201,0.04147180184008803,0.02125392230085858,0.012568231304471747,0.09756882937779851,26
Edge134,0.04048265983579315,,0.04048265983579315,0.04048265983579315,26
Edge14,0.04040460181232985,0.0008333479336117304,0.039815335837385196,0.0409938677872745,26
Edge136,0.039856428098857165,0.018927199373039178,0.01845113103284378,0.08393466549292247,26
Edge178,0.039737701351843104,0.015831299685916747,0.011324451280001549,0.07430297389296453,26
Edge277,0.03899214760591462,,0.03899214760591462,0.03899214760591462,26
Edge280,0.03897154752811415,0.020090798621498936,0.018580209462065747,0.07993960064604794,26
Edge1,0.0378514507563772,0.019318795684081395,0.006652375988544979,0.07416162873766462,26
Edge67,0.03769262828950895,,0.03769262828950895,0.03769262828950895,26
Edge249,0.03739528378380969,0.011165683637263734,0.02502761309995999,0.04673396182852378,26
Edge41,0.035550631747224594,0.01994219581593936,0.01681985779653852,0.07607602555142805,26
Edge153,0.035262335670175976,0.017510520525249335,0.01771457743040523,0.055348039672636566,26
Edge49,0.035168963325126375,0.014745731809927167,0.01964206039023374,0.06905377250713028,26
Edge76,0.03482201264807542,0.022445409041954068,0.002615575597893263,0.09489008190441983,26
Edge68,0.03466711812289426,0.0148658786117717,0.012536343256937667,0.08922149436704252,26
Edge257,0.034564636990535795,0.014462200605383687,0.024338316871588796,0.04479095710948279,26
Edge284,0.0342168504373831,0.015951609161311907,0.014453205406637526,0.06689165155790716,26
Edge39,0.03335390495230595,0.015558761565570864,0.008228775295093093,0.07887854865175702,26
Edge79,0.032870767310351254,0.01574968198298301,0.01571644523144877,0.05016055260104726,26
