Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge218,0.09211239179779451,0.02344233273788765,0.061082360676524144,0.11330496145767008,22
Edge20,0.08665747865434735,,0.08665747865434735,0.08665747865434735,22
Edge4,0.06229206844079209,0.028461357827370543,0.021861967529917828,0.11951357710001499,22
Edge294,0.060766145632264665,,0.060766145632264665,0.060766145632264665,22
Edge6,0.05979395569767484,0.026489446393892592,0.020760362235556846,0.13419179143642762,22
Edge251,0.057449926445573944,0.03307193454638148,0.009562653823027789,0.1475439071988387,22
Edge204,0.0552110640262033,0.02828620701065851,0.023298627947490484,0.1842197042615355,22
Edge116,0.054017794379112076,0.01609074614535554,0.0224223987577158,0.09251150347639177,22
Edge139,0.053112522341310975,0.022098877453372495,0.03286087097228221,0.08793492375054247,22
Edge74,0.05302935580558339,0.0332012721676436,0.013469578749254819,0.17050341380541276,22
Edge112,0.05143395352727338,0.018324463164556888,0.01990998203154234,0.08041915679768975,22
Edge117,0.050657315133082505,0.026537702065665268,0.01808260342560684,0.12342728661528327,22
Edge259,0.050207389683320065,0.01799881357343043,0.02093694902589683,0.09821978833036965,22
Edge268,0.04957342974410045,0.030673029129100755,0.0218090494724245,0.09198696959563507,22
Edge80,0.0479775374503857,0.022333816464923086,0.015878531580497453,0.10252605400035222,22
Edge323,0.04737608394276549,0.017839718516982354,0.012983428720707605,0.11560561309095073,22
Edge300,0.046790239271009414,0.018747333061249403,0.012559809669064345,0.0783752625710128,22
Edge260,0.046776658313752086,0.026557567281980714,0.010510219311964778,0.15350622155829255,22
Edge149,0.04480268073048458,,0.04480268073048458,0.04480268073048458,22
Edge89,0.04310637817573858,,0.04310637817573858,0.04310637817573858,22
Edge54,0.04231806641478693,0.0298510437832284,0.009269081741817543,0.12649531492793717,22
Edge232,0.042197892737267054,0.024013121713081065,0.012475202810887143,0.10647590058996237,22
Edge201,0.041782291911357475,0.019824619680821175,0.0065038808504953435,0.09308535470022337,22
Edge178,0.040793940630789255,0.011682997763081505,0.02083955840909153,0.05933274900536609,22
Edge136,0.040472789626626836,0.018609816836103854,0.01328104151434759,0.08008508807619755,22
Edge14,0.03982302849470534,0.010262711202579766,0.032566195810002044,0.04707986117940865,22
Edge247,0.03943784270589706,0.02669319297184246,0.02056290494398616,0.058312780467807954,22
Edge249,0.03934477824872294,0.020770756985354088,0.016463544225867023,0.05701124403265664,22
Edge280,0.038852557194390784,0.015670690954410052,0.025028031658213577,0.07520525913597648,22
Edge206,0.03849368257496571,,0.03849368257496571,0.03849368257496571,22
Edge134,0.03638104209319384,,0.03638104209319384,0.03638104209319384,22
Edge1,0.03594341437624405,0.018354125154179918,0.004960309725315002,0.07670929306486704,22
