Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge20,0.09533418599113701,,0.09533418599113701,0.09533418599113701,13
Edge218,0.09186218834349028,0.022833829141012705,0.06763566911580034,0.1197123771635774,13
Edge149,0.0631104349752364,,0.0631104349752364,0.0631104349752364,13
Edge116,0.05468060402147293,0.014351916371124254,0.028920087636258206,0.08790799503541746,13
Edge4,0.05353071348024738,0.02299049882555706,0.025728232118684427,0.10419917057144668,13
Edge251,0.050923411680557605,0.02167461755486265,0.018961756593226596,0.11034680354877197,13
Edge6,0.050710479794194935,0.016748466873207166,0.028228321791075206,0.08461966866548193,13
Edge204,0.049907261674998635,0.021550322339553608,0.016105213542590077,0.13341523219533388,13
Edge117,0.04935934129226975,0.02654006491415739,0.013011742986126113,0.13240815287121036,13
Edge323,0.04817282716405598,0.016854272621638123,0.015218204800862821,0.1017424699249979,13
Edge80,0.04793444066820001,0.019137602588961918,0.02317061513604487,0.09338203871526415,13
Edge259,0.04789042650523952,0.016871108548703308,0.01671705018605907,0.07692761021951043,13
Edge74,0.047208263066192406,0.022326939621214695,0.020630656660990482,0.12344504782158085,13
Edge139,0.046110735400338325,0.020766152086412994,0.03169501507017745,0.09442423706707243,13
Edge54,0.04499321378836908,0.02868429219097188,0.011320657752634102,0.10805526347172249,13
Edge268,0.04459057337783521,0.022714281736288765,0.0214804927677641,0.07339191937073834,13
Edge300,0.04397604836776405,0.015151869799562226,0.023225810259615308,0.06822917729096963,13
Edge260,0.0438761533233571,0.021716149080450883,0.016435517379858582,0.13356115143470626,13
Edge232,0.04233004543152559,0.02005959745431998,0.014048776994155203,0.09645769938261187,13
Edge249,0.04219838273101426,0.01821800521166413,0.02333110824164103,0.05968901562539599,13
Edge201,0.04214863332902836,0.01658289976226225,0.014093389961737306,0.08521523031738984,13
Edge112,0.04209521594086019,0.018160509997052654,0.018303261866699984,0.06784992315720413,13
Edge247,0.04093060642760542,0.02495574369731353,0.02328423082968158,0.05857698202552926,13
Edge67,0.040552343235403625,,0.040552343235403625,0.040552343235403625,13
Edge134,0.040404673990360726,,0.040404673990360726,0.040404673990360726,13
Edge136,0.03945528135148366,0.01608532616590664,0.01597085795227628,0.07590215240248334,13
Edge1,0.03866725817936612,0.016534654114423834,0.0024722824320840622,0.06814388238636984,13
Edge49,0.03767576268480765,0.018532480532131055,0.015219647265881521,0.07164247395846206,13
Edge280,0.036883479081913424,0.01309258615457004,0.01980978671624275,0.06706051787232069,13
Edge178,0.036559236627619285,0.011986768229656537,0.014010923813093084,0.057982768007682865,13
Edge153,0.036463211448672136,0.015434866674462233,0.0219036323492288,0.05825424151721502,13
