Feature_Name,Mean_Importance,Std_Importance,Min_Importance,Max_Importance,max_features
Edge20,0.09518734456387475,,0.09518734456387475,0.09518734456387475,14
Edge218,0.08632516337493418,0.022386528897449583,0.06278482184517584,0.10939777078906199,14
Edge294,0.060716644145384455,,0.060716644145384455,0.060716644145384455,14
Edge116,0.05464987233673972,0.014493280229710439,0.027658324924758653,0.08966496067907816,14
Edge4,0.05424979257440165,0.022777878273854617,0.02659860265812493,0.09131580497466409,14
Edge251,0.05255158144845748,0.02509369665400033,0.024604780137078897,0.12513245412140622,14
Edge117,0.051368489806055226,0.025663757278604697,0.014504894039637858,0.12506530005904887,14
Edge80,0.05098186522566798,0.018171532392779056,0.02309791675366188,0.08988046755259697,14
Edge204,0.04991555265104718,0.021207082946379414,0.02317554250159329,0.13939506201998692,14
Edge112,0.04806070349018474,0.022202499848559345,0.015146516507653432,0.08837996849614717,14
Edge259,0.047931691799006915,0.016900535530374922,0.019225400885139847,0.09522361737815953,14
Edge268,0.046981211639080304,0.02587641311038244,0.021059380896979996,0.08102562163018588,14
Edge6,0.04695573981967002,0.018542144750692085,0.020508528794380386,0.08563344043172817,14
Edge323,0.046842472973936004,0.017364623277702298,0.013106299231208467,0.09893089350850978,14
Edge247,0.046407340700143074,0.02477298223972862,0.028890196968217062,0.06392448443206909,14
Edge74,0.04637231415700317,0.025587825289460176,0.01842630638766845,0.12148715206066983,14
Edge300,0.04528633266240018,0.016363362367254282,0.020169115262128143,0.06939186824909972,14
Edge139,0.04527166259336182,0.018391176755229437,0.024742481521750546,0.08777778759052292,14
Edge54,0.04444446747187507,0.029240188628502993,0.01185950275296017,0.10824203842166208,14
Edge134,0.043567439232407704,,0.043567439232407704,0.043567439232407704,14
Edge232,0.04294733154232613,0.021569705302922567,0.01631921677112691,0.10471203199176136,14
Edge260,0.04196493987831876,0.020139488207205233,0.01657803540488577,0.12758691614134912,14
Edge249,0.041073300385093346,0.0016378879555711892,0.039400374084285025,0.042673743344820374,14
Edge201,0.03937792222724411,0.01779260351126364,0.007187829386350442,0.0943533417571102,14
Edge1,0.039178264721625375,0.01866623795571574,0.007186727396884844,0.07604541121032578,14
Edge280,0.03903866651355312,0.016000579176045557,0.020762692010633632,0.06905373401993782,14
Edge49,0.03884552205192542,0.017478446357791784,0.025588856284559446,0.07586847440880416,14
Edge277,0.038309115543652975,,0.038309115543652975,0.038309115543652975,14
Edge136,0.038025098409932664,0.011063167390997945,0.02509785500991262,0.06188326657001395,14
Edge135,0.03741167792591838,0.019055992223140028,0.009090233308592929,0.06759529767267299,14
Edge178,0.03697983149455649,0.011364855506023883,0.015595930507925414,0.05826727098426862,14
Edge130,0.03685161413311457,0.01025605457463376,0.02959948839517173,0.04410373987105742,14
Edge76,0.0367755964172136,0.018559111539581542,0.010852295137308898,0.0799421766496919,14
Edge153,0.03489530078352803,0.017923188739661918,0.01603342042212135,0.05907186534345936,14
Edge238,0.03484608402113317,0.0116234940085357,0.019679675333474714,0.051705921806973955,14
Edge68,0.03474439623043674,0.014585886648945284,0.015943737226140436,0.08994042046984177,14
Edge284,0.03366427507496736,0.013416604826118133,0.007405288030238375,0.05953934552696782,14
Edge311,0.03357284909278029,0.006467301670493447,0.027151089148665604,0.04008475016629858,14
