Rank,Feature_Name,MWU_Score
1,Edge97,2.171784864788436
2,Edge323,1.9663810585371106
3,Edge152,1.9067630854401132
4,Edge266,1.84806605535445
5,Edge116,1.6590327856075533
6,Edge249,1.6590327856075533
7,Edge165,1.6406877612154016
8,Edge204,1.6224438985515475
9,Edge260,1.6043011076861478
10,Edge117,1.5862592977442045
11,Edge76,1.5683183768942526
12,Edge147,1.550478252336899
13,Edge68,1.4284116727953482
14,Edge232,1.4113744577597784
15,Edge301,1.394437158306622
16,Edge80,1.360861892486141
17,Edge70,1.360861892486141
18,Edge75,1.360861892486141
19,Edge74,1.3276850368989381
20,Edge4,1.2786648940327616
21,Edge178,1.2625231118586069
22,Edge54,1.246480276165538
23,Edge244,1.1522946921741337
24,Edge268,1.1522946921741337
25,Edge171,1.1216857756153114
26,Edge296,1.091468373828698
27,Edge251,1.0468741532841632
28,Edge136,1.0322040658981668
29,Edge49,1.0322040658981668
30,Edge168,1.0031550796550919
