Rank,Feature_Name,MWU_Score
1,Edge323,3.2765094988823558
2,Edge76,2.109082556417139
3,Edge54,2.0883880068409963
4,Edge116,2.0066390281668856
5,Edge171,2.0066390281668856
6,Edge80,1.9663810585371106
7,Edge232,1.9464059454612084
8,Edge74,1.9067630854401132
9,Edge204,1.8094452913773447
10,Edge201,1.6406877612154016
11,Edge68,1.6043011076861478
12,Edge251,1.6043011076861478
13,Edge139,1.5862592977442045
14,Edge10,1.550478252336899
15,Edge117,1.550478252336899
16,Edge75,1.5151000159931183
17,Edge147,1.5151000159931183
18,Edge48,1.5151000159931183
19,Edge156,1.4801238265152872
20,Edge169,1.4455489054626125
21,Edge170,1.4284116727953482
22,Edge317,1.4284116727953482
23,Edge70,1.4113744577597784
24,Edge101,1.360861892486141
25,Edge58,1.360861892486141
26,Edge140,1.3442237165167081
27,Edge165,1.3442237165167081
28,Edge39,1.3276850368989381
29,Edge202,1.3112457460004088
30,Edge280,1.2786648940327616
