Rank,Feature_Name,MWU_Score
1,Edge4,2.0883880068409963
2,Edge266,1.9265333131755593
3,Edge68,1.8870951852332145
4,Edge323,1.8287046676469036
5,Edge201,1.7334262665980873
6,Edge131,1.6406877612154016
7,Edge6,1.6043011076861478
8,Edge21,1.5862592977442045
9,Edge290,1.550478252336899
10,Edge232,1.4113744577597784
11,Edge1,1.394437158306622
12,Edge80,1.3112457460004088
13,Edge260,1.1832961085656803
14,Edge74,1.1677462771538825
15,Edge116,1.1677462771538825
16,Edge39,1.1522946921741337
17,Edge70,1.1216857756153114
18,Edge101,1.1216857756153114
19,Edge5,1.10652819777894
20,Edge185,1.091468373828698
21,Edge204,1.0468741532841632
22,Edge316,1.0176310858810285
23,Edge254,1.0031550796550919
24,Edge168,0.9887759121788804
25,Edge112,0.9887759121788804
26,Edge60,0.9603075458879256
27,Edge59,0.9603075458879256
28,Edge164,0.9462180695164822
29,Edge259,0.9462180695164822
30,Edge251,0.9045267699598915
