Rank,Feature_Name,MWU_Score
1,Edge80,2.3001121721210174
2,Edge116,1.957051173073514
3,Edge323,1.8756451791929205
4,Edge232,1.815728440975102
5,Edge244,1.7373519875456798
6,Edge191,1.4944981632629515
7,Edge74,1.4765648892258438
8,Edge147,1.4765648892258438
9,Edge68,1.4058937975414199
10,Edge117,1.4058937975414199
11,Edge204,1.4058937975414199
12,Edge139,1.354002488769151
13,Edge49,1.3369165931211093
14,Edge201,1.3199361076113787
15,Edge21,1.3199361076113787
16,Edge70,1.3030609142126806
17,Edge4,1.2862908935906383
18,Edge39,1.2040141118913665
19,Edge266,1.2040141118913665
20,Edge259,1.1718352808996695
21,Edge290,1.1243479692379568
22,Edge101,1.1243479692379568
23,Edge280,1.093208829158373
24,Edge260,1.093208829158373
25,Edge34,1.0777945704262526
26,Edge76,1.0777945704262526
27,Edge202,1.0624836672072586
28,Edge175,1.047275978526986
29,Edge251,1.047275978526986
30,Edge165,1.032171361823972
