Rank,Feature_Name,MWU_Score
1,Edge323,3.1734598276625707
2,Edge21,2.874441790149811
3,Edge68,2.299979575808708
4,Edge201,1.8287046676469036
5,Edge266,1.8094452913773447
6,Edge131,1.6590327856075533
7,Edge45,1.6224438985515475
8,Edge290,1.4975617136632677
9,Edge39,1.394437158306622
10,Edge204,1.394437158306622
11,Edge76,1.3276850368989381
12,Edge116,1.2949057350317346
13,Edge152,1.246480276165538
14,Edge97,1.246480276165538
15,Edge178,1.1989443062518168
16,Edge70,1.1989443062518168
17,Edge4,1.1522946921741337
18,Edge171,1.10652819777894
19,Edge185,1.10652819777894
20,Edge6,1.091468373828698
21,Edge156,1.091468373828698
22,Edge168,1.091468373828698
23,Edge316,1.0765061772556053
24,Edge317,1.0616414801697738
25,Edge244,0.9887759121788804
26,Edge260,0.9887759121788804
27,Edge90,0.974493446930009
28,Edge111,0.974493446930009
29,Edge74,0.9603075458879256
30,Edge320,0.9322248767463415
