Rank,Feature_Name,MWU_Score
1,Edge204,2.5905551350144838
2,Edge323,2.3654755370857923
3,Edge171,1.9067630854401132
4,Edge80,1.8287046676469036
5,Edge232,1.8094452913773447
6,Edge165,1.7334262665980873
7,Edge1,1.7146757145088147
8,Edge191,1.6960266746373154
9,Edge28,1.6774790607238754
10,Edge269,1.6043011076861478
11,Edge101,1.4975617136632677
12,Edge74,1.4455489054626125
13,Edge76,1.394437158306622
14,Edge4,1.394437158306622
15,Edge135,1.3775996712963479
16,Edge249,1.3775996712963479
17,Edge201,1.3442237165167081
18,Edge68,1.3276850368989381
19,Edge188,1.3276850368989381
20,Edge49,1.3276850368989381
21,Edge296,1.2786648940327616
22,Edge127,1.1832961085656803
23,Edge175,1.1677462771538825
24,Edge209,1.1677462771538825
25,Edge233,1.1522946921741337
26,Edge116,1.136941232481964
27,Edge179,1.136941232481964
28,Edge284,1.1216857756153114
29,Edge260,1.091468373828698
30,Edge119,1.0765061772556053
