Rank,Feature_Name,MWU_Score
1,Edge80,1.9776741296099034
2,Edge323,1.9365368829593663
3,Edge116,1.7959724489474285
4,Edge244,1.7567843127627145
5,Edge152,1.6043362093350755
6,Edge74,1.5489369041640202
7,Edge232,1.53068406550414
8,Edge136,1.5125378534226743
9,Edge101,1.4410171605260007
10,Edge178,1.4058937975414199
11,Edge204,1.3884909761488213
12,Edge76,1.3030609142126806
13,Edge175,1.2530658867069986
14,Edge135,1.2530658867069986
15,Edge317,1.2040141118913665
16,Edge103,1.1878725466631013
17,Edge202,1.1878725466631013
18,Edge139,1.1718352808996695
19,Edge58,1.1559021842160258
20,Edge21,1.1243479692379568
21,Edge132,1.1243479692379568
22,Edge280,1.0624836672072586
23,Edge1,1.0624836672072586
24,Edge149,1.047275978526986
25,Edge251,1.032171361823972
26,Edge75,1.0171696729305253
27,Edge140,1.0022707660533532
28,Edge209,0.9727807069290036
29,Edge68,0.9727807069290036
30,Edge191,0.9727807069290036
