Rank,Feature_Name,MWU_Score
1,Edge39,2.150780916132316
2,Edge323,1.6406877612154016
3,Edge244,1.6406877612154016
4,Edge266,1.5151000159931183
5,Edge147,1.4455489054626125
6,Edge152,1.3775996712963479
7,Edge74,1.360861892486141
8,Edge80,1.3442237165167081
9,Edge204,1.2625231118586069
10,Edge259,1.1989443062518168
11,Edge76,1.1989443062518168
12,Edge132,1.1989443062518168
13,Edge41,1.1989443062518168
14,Edge68,1.1677462771538825
15,Edge4,1.1522946921741337
16,Edge301,1.1522946921741337
17,Edge116,1.136941232481964
18,Edge165,1.136941232481964
19,Edge168,1.10652819777894
20,Edge1,1.091468373828698
21,Edge131,1.0765061772556053
22,Edge75,1.0176310858810285
23,Edge127,1.0176310858810285
24,Edge117,0.974493446930009
25,Edge260,0.9603075458879256
26,Edge169,0.9462180695164822
27,Edge281,0.9462180695164822
28,Edge97,0.9322248767463415
29,Edge316,0.9045267699598915
30,Edge6,0.9045267699598915
