Rank,Feature_Name,MWU_Score
1,Edge68,2.707008021835198
2,Edge323,2.256834035470303
3,Edge260,2.1298801696456233
4,Edge206,2.0883880068409963
5,Edge204,2.0883880068409963
6,Edge80,1.867529534742294
7,Edge232,1.84806605535445
8,Edge76,1.8287046676469036
9,Edge266,1.8094452913773447
10,Edge74,1.6774790607238754
11,Edge116,1.6774790607238754
12,Edge54,1.6774790607238754
13,Edge58,1.6590327856075533
14,Edge39,1.6590327856075533
15,Edge171,1.6406877612154016
16,Edge21,1.6406877612154016
17,Edge165,1.5327388302932388
18,Edge97,1.4801238265152872
19,Edge1,1.4627862567334922
20,Edge117,1.3775996712963479
21,Edge185,1.3775996712963479
22,Edge79,1.3276850368989381
23,Edge175,1.3276850368989381
24,Edge6,1.3112457460004088
25,Edge101,1.2949057350317346
26,Edge70,1.2625231118586069
27,Edge179,1.246480276165538
28,Edge111,1.2305362733966942
29,Edge109,1.2305362733966942
30,Edge93,1.2305362733966942
