Rank,Feature_Name,MWU_Score
1,Edge323,2.8987808302198688
2,Edge4,2.299979575808708
3,Edge232,2.150780916132316
4,Edge204,1.84806605535445
5,Edge54,1.7902878454741484
6,Edge156,1.752278416274278
7,Edge171,1.7334262665980873
8,Edge76,1.6224438985515475
9,Edge284,1.5862592977442045
10,Edge266,1.5683183768942526
11,Edge150,1.5327388302932388
12,Edge116,1.4975617136632677
13,Edge21,1.4801238265152872
14,Edge168,1.4284116727953482
15,Edge75,1.360861892486141
16,Edge316,1.360861892486141
17,Edge290,1.3276850368989381
18,Edge201,1.3276850368989381
19,Edge1,1.3112457460004088
20,Edge170,1.3112457460004088
21,Edge140,1.2786648940327616
22,Edge131,1.246480276165538
23,Edge216,1.2305362733966942
24,Edge68,1.1832961085656803
25,Edge260,1.1832961085656803
26,Edge230,1.1522946921741337
27,Edge97,1.1522946921741337
28,Edge45,1.1216857756153114
29,Edge185,1.0322040658981668
30,Edge101,1.0176310858810285
