Rank,Feature_Name,MWU_Score
1,Edge6,2.0883880068409963
2,Edge323,2.02692203337499
3,Edge68,1.6960266746373154
4,Edge21,1.6224438985515475
5,Edge316,1.4975617136632677
6,Edge178,1.4801238265152872
7,Edge4,1.3112457460004088
8,Edge232,1.1832961085656803
9,Edge89,1.136941232481964
10,Edge201,1.10652819777894
11,Edge260,1.091468373828698
12,Edge237,1.0765061772556053
13,Edge70,1.0322040658981668
14,Edge280,1.0322040658981668
15,Edge39,1.0176310858810285
16,Edge131,1.0031550796550919
17,Edge266,1.0031550796550919
18,Edge1,0.9603075458879256
19,Edge317,0.9462180695164822
20,Edge263,0.9322248767463415
21,Edge112,0.9322248767463415
22,Edge224,0.9183278249572066
23,Edge14,0.9183278249572066
24,Edge115,0.9183278249572066
25,Edge45,0.8908215659782142
26,Edge265,0.877212065630727
27,Edge130,0.8636981199122786
28,Edge116,0.8636981199122786
29,Edge185,0.8636981199122786
30,Edge290,0.8502795781754057
