Rank,Feature_Name,MWU_Score
1,Edge323,2.38751515040201
2,Edge251,2.3654755370857923
3,Edge103,1.7902878454741484
4,Edge232,1.6960266746373154
5,Edge74,1.6224438985515475
6,Edge76,1.6043011076861478
7,Edge4,1.6043011076861478
8,Edge54,1.6043011076861478
9,Edge39,1.5862592977442045
10,Edge136,1.4627862567334922
11,Edge284,1.360861892486141
12,Edge97,1.2786648940327616
13,Edge75,1.2625231118586069
14,Edge259,1.2625231118586069
15,Edge201,1.2305362733966942
16,Edge238,1.2305362733966942
17,Edge70,1.2146909887676502
18,Edge202,1.1989443062518168
19,Edge204,1.1832961085656803
20,Edge169,1.10652819777894
21,Edge68,1.091468373828698
22,Edge266,1.0468741532841632
23,Edge1,1.0468741532841632
24,Edge60,1.0468741532841632
25,Edge152,1.0322040658981668
26,Edge306,1.0176310858810285
27,Edge171,0.974493446930009
28,Edge164,0.9322248767463415
29,Edge300,0.9183278249572066
30,Edge116,0.9183278249572066
