Rank,Feature_Name,MWU_Score
1,Edge323,2.150780916132316
2,Edge320,1.7334262665980873
3,Edge68,1.7146757145088147
4,Edge4,1.7146757145088147
5,Edge39,1.6960266746373154
6,Edge300,1.6043011076861478
7,Edge204,1.5862592977442045
8,Edge21,1.5683183768942526
9,Edge232,1.5327388302932388
10,Edge165,1.5327388302932388
11,Edge280,1.394437158306622
12,Edge6,1.3276850368989381
13,Edge147,1.2949057350317346
14,Edge316,1.2786648940327616
15,Edge74,1.2625231118586069
16,Edge70,1.2625231118586069
17,Edge171,1.2625231118586069
18,Edge284,1.1832961085656803
19,Edge116,1.1832961085656803
20,Edge1,1.1216857756153114
21,Edge296,1.1216857756153114
22,Edge318,1.091468373828698
23,Edge260,1.0765061772556053
24,Edge259,1.0765061772556053
25,Edge133,1.0468741532841632
26,Edge45,1.0031550796550919
27,Edge80,1.0031550796550919
28,Edge188,0.9462180695164822
29,Edge132,0.9322248767463415
30,Edge131,0.9045267699598915
