Rank,Feature_Name,MWU_Score
1,Edge232,2.256834035470303
2,Edge323,1.84806605535445
3,Edge136,1.6774790607238754
4,Edge76,1.6224438985515475
5,Edge230,1.6043011076861478
6,Edge75,1.4975617136632677
7,Edge68,1.394437158306622
8,Edge216,1.360861892486141
9,Edge70,1.3442237165167081
10,Edge259,1.3442237165167081
11,Edge34,1.3112457460004088
12,Edge80,1.3112457460004088
13,Edge284,1.3112457460004088
14,Edge54,1.3112457460004088
15,Edge103,1.2949057350317346
16,Edge165,1.2786648940327616
17,Edge10,1.2625231118586069
18,Edge201,1.246480276165538
19,Edge204,1.2146909887676502
20,Edge301,1.2146909887676502
21,Edge147,1.1832961085656803
22,Edge251,1.1677462771538825
23,Edge97,1.1522946921741337
24,Edge115,1.136941232481964
25,Edge152,1.136941232481964
26,Edge300,1.136941232481964
27,Edge74,1.1216857756153114
28,Edge4,1.10652819777894
29,Edge171,1.091468373828698
30,Edge135,1.091468373828698
