Rank,Feature_Name,MWU_Score
1,Edge323,2.7543218439716957
2,Edge232,2.047307816699634
3,Edge204,1.9464059454612084
4,Edge136,1.867529534742294
5,Edge201,1.7146757145088147
6,Edge68,1.6774790607238754
7,Edge70,1.6406877612154016
8,Edge301,1.5862592977442045
9,Edge80,1.5862592977442045
10,Edge152,1.5327388302932388
11,Edge317,1.5151000159931183
12,Edge45,1.4801238265152872
13,Edge21,1.4455489054626125
14,Edge251,1.3775996712963479
15,Edge171,1.3775996712963479
16,Edge116,1.3442237165167081
17,Edge165,1.3276850368989381
18,Edge244,1.3276850368989381
19,Edge41,1.2786648940327616
20,Edge266,1.2305362733966942
21,Edge64,1.2305362733966942
22,Edge132,1.1832961085656803
23,Edge86,1.1832961085656803
24,Edge147,1.1677462771538825
25,Edge69,1.1522946921741337
26,Edge117,1.136941232481964
27,Edge97,1.1216857756153114
28,Edge101,1.0765061772556053
29,Edge260,1.0616414801697738
30,Edge316,1.0616414801697738
