Rank,Feature_Name,MWU_Score
1,Edge323,2.146579424276806
2,Edge76,1.8958339700919895
3,Edge232,1.6988103629228588
4,Edge68,1.6418040808905143
5,Edge152,1.6230165785097348
6,Edge1,1.5489369041640202
7,Edge318,1.53068406550414
8,Edge135,1.5125378534226743
9,Edge75,1.5125378534226743
10,Edge204,1.4765648892258438
11,Edge103,1.4234024884250926
12,Edge305,1.3030609142126806
13,Edge284,1.2862908935906383
14,Edge49,1.2696259250877204
15,Edge70,1.2040141118913665
16,Edge21,1.1559021842160258
17,Edge97,1.1559021842160258
18,Edge260,1.1243479692379568
19,Edge74,1.108726582809939
20,Edge80,1.108726582809939
21,Edge39,1.093208829158373
22,Edge54,1.0777945704262526
23,Edge170,1.0777945704262526
24,Edge123,1.0777945704262526
25,Edge4,1.0777945704262526
26,Edge301,1.047275978526986
27,Edge60,1.032171361823972
28,Edge171,0.9581892547900597
29,Edge266,0.9581892547900597
30,Edge316,0.9436999848437005
