Rank,Feature_Name,MWU_Score
1,Edge204,3.381252457098644
2,Edge323,3.1734598276625707
3,Edge171,2.6136365971903834
4,Edge68,2.299979575808708
5,Edge80,2.150780916132316
6,Edge114,2.0883880068409963
7,Edge21,2.047307816699634
8,Edge101,2.0066390281668856
9,Edge76,1.8094452913773447
10,Edge316,1.7902878454741484
11,Edge116,1.752278416274278
12,Edge74,1.6043011076861478
13,Edge58,1.5683183768942526
14,Edge266,1.5327388302932388
15,Edge185,1.4801238265152872
16,Edge54,1.4801238265152872
17,Edge134,1.4627862567334922
18,Edge201,1.4627862567334922
19,Edge115,1.4113744577597784
20,Edge179,1.4113744577597784
21,Edge79,1.4113744577597784
22,Edge153,1.394437158306622
23,Edge45,1.394437158306622
24,Edge232,1.3775996712963479
25,Edge52,1.360861892486141
26,Edge70,1.360861892486141
27,Edge117,1.3442237165167081
28,Edge11,1.3442237165167081
29,Edge168,1.3276850368989381
30,Edge133,1.3276850368989381
