Rank,Feature_Name,MWU_Score
1,Edge323,3.2247731762680645
2,Edge204,1.9464059454612084
3,Edge232,1.84806605535445
4,Edge80,1.4801238265152872
5,Edge171,1.4284116727953482
6,Edge136,1.360861892486141
7,Edge260,1.3442237165167081
8,Edge152,1.3442237165167081
9,Edge301,1.2949057350317346
10,Edge269,1.2625231118586069
11,Edge68,1.2146909887676502
12,Edge266,1.1677462771538825
13,Edge101,1.1522946921741337
14,Edge116,1.1522946921741337
15,Edge1,1.1522946921741337
16,Edge251,1.136941232481964
17,Edge4,1.091468373828698
18,Edge194,1.0765061772556053
19,Edge259,0.9887759121788804
20,Edge74,0.974493446930009
21,Edge254,0.9322248767463415
22,Edge135,0.9322248767463415
23,Edge170,0.9183278249572066
24,Edge201,0.9183278249572066
25,Edge165,0.8908215659782142
26,Edge58,0.8908215659782142
27,Edge97,0.8908215659782142
28,Edge140,0.8502795781754057
29,Edge117,0.8502795781754057
30,Edge70,0.8502795781754057
