Rank,Feature_Name,MWU_Score
1,Edge323,2.256834035470303
2,Edge232,2.047307816699634
3,Edge201,1.9067630854401132
4,Edge21,1.84806605535445
5,Edge260,1.8094452913773447
6,Edge4,1.7146757145088147
7,Edge6,1.5327388302932388
8,Edge70,1.4801238265152872
9,Edge68,1.4627862567334922
10,Edge165,1.3112457460004088
11,Edge45,1.2786648940327616
12,Edge112,1.2786648940327616
13,Edge300,1.246480276165538
14,Edge171,1.2305362733966942
15,Edge317,1.1989443062518168
16,Edge80,1.1677462771538825
17,Edge135,1.136941232481964
18,Edge60,1.10652819777894
19,Edge74,1.10652819777894
20,Edge39,1.091468373828698
21,Edge168,1.091468373828698
22,Edge318,1.091468373828698
23,Edge147,1.0322040658981668
24,Edge185,1.0176310858810285
25,Edge301,1.0031550796550919
26,Edge101,1.0031550796550919
27,Edge254,0.974493446930009
28,Edge281,0.9603075458879256
29,Edge76,0.9603075458879256
30,Edge284,0.9462180695164822
