Rank,Feature_Name,MWU_Score
1,Edge232,3.2765094988823558
2,Edge323,2.256834035470303
3,Edge68,2.047307816699634
4,Edge70,1.7334262665980873
5,Edge152,1.7146757145088147
6,Edge295,1.5862592977442045
7,Edge318,1.550478252336899
8,Edge76,1.4455489054626125
9,Edge75,1.4455489054626125
10,Edge74,1.3442237165167081
11,Edge21,1.3112457460004088
12,Edge201,1.3112457460004088
13,Edge45,1.3112457460004088
14,Edge244,1.2949057350317346
15,Edge296,1.2949057350317346
16,Edge171,1.2949057350317346
17,Edge127,1.2786648940327616
18,Edge260,1.2625231118586069
19,Edge216,1.246480276165538
20,Edge218,1.246480276165538
21,Edge4,1.246480276165538
22,Edge204,1.246480276165538
23,Edge257,1.2146909887676502
24,Edge227,1.2146909887676502
25,Edge202,1.2146909887676502
26,Edge135,1.2146909887676502
27,Edge311,1.1989443062518168
28,Edge41,1.1832961085656803
29,Edge165,1.1832961085656803
30,Edge80,1.1677462771538825
