Rank,Feature_Name,MWU_Score
1,Edge323,2.636822561714004
2,Edge68,2.235416602635462
3,Edge6,1.9864587278709023
4,Edge74,1.9663810585371106
5,Edge201,1.9265333131755593
6,Edge21,1.8870951852332145
7,Edge320,1.84806605535445
8,Edge232,1.8287046676469036
9,Edge171,1.8094452913773447
10,Edge70,1.8094452913773447
11,Edge316,1.752278416274278
12,Edge168,1.7146757145088147
13,Edge185,1.5862592977442045
14,Edge135,1.5327388302932388
15,Edge227,1.5151000159931183
16,Edge204,1.5151000159931183
17,Edge45,1.4975617136632677
18,Edge296,1.4975617136632677
19,Edge152,1.4801238265152872
20,Edge266,1.4801238265152872
21,Edge54,1.4627862567334922
22,Edge318,1.4284116727953482
23,Edge76,1.4113744577597784
24,Edge48,1.3775996712963479
25,Edge80,1.3775996712963479
26,Edge233,1.360861892486141
27,Edge260,1.3442237165167081
28,Edge230,1.3112457460004088
29,Edge165,1.1989443062518168
30,Edge101,1.1677462771538825
