Rank,Feature_Name,MWU_Score
1,Edge323,2.4096586803132385
2,Edge259,2.235416602635462
3,Edge201,2.1928920838386654
4,Edge266,2.047307816699634
5,Edge4,2.0066390281668856
6,Edge49,1.9265333131755593
7,Edge60,1.8094452913773447
8,Edge284,1.5151000159931183
9,Edge103,1.5151000159931183
10,Edge68,1.4975617136632677
11,Edge318,1.4284116727953482
12,Edge39,1.394437158306622
13,Edge238,1.3442237165167081
14,Edge6,1.3276850368989381
15,Edge251,1.2786648940327616
16,Edge76,1.2786648940327616
17,Edge305,1.2786648940327616
18,Edge204,1.2625231118586069
19,Edge21,1.1989443062518168
20,Edge152,1.136941232481964
21,Edge260,1.136941232481964
22,Edge258,1.1216857756153114
23,Edge320,1.091468373828698
24,Edge232,1.0765061772556053
25,Edge230,1.0468741532841632
26,Edge65,1.0176310858810285
27,Edge126,1.0031550796550919
28,Edge211,0.974493446930009
29,Edge306,0.9322248767463415
30,Edge59,0.9183278249572066
