Rank,Feature_Name,MWU_Score
1,Edge323,3.1990636522996656
2,Edge204,2.707008021835198
3,Edge266,2.4992731805974695
4,Edge68,2.3654755370857923
5,Edge251,2.0883880068409963
6,Edge80,1.84806605535445
7,Edge232,1.8287046676469036
8,Edge70,1.6960266746373154
9,Edge201,1.6590327856075533
10,Edge171,1.6406877612154016
11,Edge268,1.5683183768942526
12,Edge76,1.3775996712963479
13,Edge260,1.3442237165167081
14,Edge179,1.3276850368989381
15,Edge259,1.2949057350317346
16,Edge218,1.2786648940327616
17,Edge97,1.2625231118586069
18,Edge194,1.2305362733966942
19,Edge49,1.2305362733966942
20,Edge152,1.1677462771538825
21,Edge318,1.1677462771538825
22,Edge202,1.1522946921741337
23,Edge249,1.136941232481964
24,Edge39,1.0765061772556053
25,Edge269,1.0616414801697738
26,Edge21,1.0176310858810285
27,Edge316,1.0031550796550919
28,Edge321,1.0031550796550919
29,Edge6,0.9887759121788804
30,Edge296,0.9887759121788804
