Rank,Feature_Name,MWU_Score
1,Edge323,2.4542577340438774
2,Edge68,2.1298801696456233
3,Edge204,2.0066390281668856
4,Edge260,1.9067630854401132
5,Edge232,1.7334262665980873
6,Edge165,1.5862592977442045
7,Edge80,1.5862592977442045
8,Edge70,1.5683183768942526
9,Edge266,1.4975617136632677
10,Edge115,1.4801238265152872
11,Edge97,1.4627862567334922
12,Edge318,1.4113744577597784
13,Edge268,1.394437158306622
14,Edge147,1.3775996712963479
15,Edge311,1.360861892486141
16,Edge58,1.360861892486141
17,Edge171,1.3276850368989381
18,Edge201,1.1989443062518168
19,Edge18,1.1832961085656803
20,Edge301,1.1832961085656803
21,Edge76,1.1832961085656803
22,Edge101,1.136941232481964
23,Edge74,1.136941232481964
24,Edge185,1.1216857756153114
25,Edge188,1.1216857756153114
26,Edge179,1.10652819777894
27,Edge21,1.0468741532841632
28,Edge305,1.0176310858810285
29,Edge296,1.0176310858810285
30,Edge39,1.0176310858810285
