Rank,Feature_Name,MWU_Score
1,Edge204,2.6835082193193402
2,Edge232,2.6136365971903834
3,Edge323,2.4542577340438774
4,Edge171,2.38751515040201
5,Edge80,2.1298801696456233
6,Edge116,1.84806605535445
7,Edge68,1.7146757145088147
8,Edge260,1.6774790607238754
9,Edge133,1.6224438985515475
10,Edge21,1.5862592977442045
11,Edge101,1.550478252336899
12,Edge136,1.5327388302932388
13,Edge316,1.4975617136632677
14,Edge296,1.4627862567334922
15,Edge152,1.4455489054626125
16,Edge70,1.4284116727953482
17,Edge191,1.4113744577597784
18,Edge135,1.3775996712963479
19,Edge153,1.3775996712963479
20,Edge117,1.3775996712963479
21,Edge165,1.3442237165167081
22,Edge24,1.2305362733966942
23,Edge168,1.2146909887676502
24,Edge97,1.1989443062518168
25,Edge58,1.1832961085656803
26,Edge218,1.1832961085656803
27,Edge115,1.1832961085656803
28,Edge45,1.1522946921741337
29,Edge4,1.136941232481964
30,Edge48,1.136941232481964
