Rank,Feature_Name,MWU_Score
1,Edge323,2.5905551350144838
2,Edge232,2.02692203337499
3,Edge280,1.7712322480264826
4,Edge80,1.6960266746373154
5,Edge116,1.6774790607238754
6,Edge74,1.6774790607238754
7,Edge259,1.6590327856075533
8,Edge21,1.6406877612154016
9,Edge68,1.6224438985515475
10,Edge70,1.6043011076861478
11,Edge301,1.4975617136632677
12,Edge251,1.4975617136632677
13,Edge284,1.4455489054626125
14,Edge132,1.4284116727953482
15,Edge1,1.3775996712963479
16,Edge254,1.3276850368989381
17,Edge244,1.1677462771538825
18,Edge317,1.136941232481964
19,Edge204,1.136941232481964
20,Edge117,1.091468373828698
21,Edge171,1.0468741532841632
22,Edge86,1.0031550796550919
23,Edge69,1.0031550796550919
24,Edge247,1.0031550796550919
25,Edge136,1.0031550796550919
26,Edge39,0.974493446930009
27,Edge178,0.974493446930009
28,Edge101,0.974493446930009
29,Edge263,0.9603075458879256
30,Edge266,0.9462180695164822
