Rank,Feature_Name,MWU_Score
1,Edge323,2.2117214615220453
2,Edge316,2.1250842583891925
3,Edge80,1.9365368829593663
4,Edge68,1.9161311765092321
5,Edge201,1.8756451791929205
6,Edge204,1.8555647184028743
7,Edge251,1.7373519875456798
8,Edge6,1.679700876575175
9,Edge259,1.6418040808905143
10,Edge238,1.6043362093350755
11,Edge171,1.567296472930445
12,Edge188,1.567296472930445
13,Edge74,1.4944981632629515
14,Edge232,1.4410171605260007
15,Edge4,1.4410171605260007
16,Edge318,1.2696259250877204
17,Edge10,1.2530658867069986
18,Edge58,1.2530658867069986
19,Edge24,1.2202601055286593
20,Edge71,1.2202601055286593
21,Edge21,1.1878725466631013
22,Edge18,1.1559021842160258
23,Edge11,1.1559021842160258
24,Edge168,1.1400731247686877
25,Edge296,1.1400731247686877
26,Edge101,1.1243479692379568
27,Edge321,1.0777945704262526
28,Edge266,1.047275978526986
29,Edge301,1.032171361823972
30,Edge169,1.032171361823972
