Rank,Feature_Name,MWU_Score
1,Edge323,2.3654755370857923
2,Edge68,1.8094452913773447
3,Edge284,1.6224438985515475
4,Edge317,1.6224438985515475
5,Edge139,1.5327388302932388
6,Edge116,1.5151000159931183
7,Edge70,1.5151000159931183
8,Edge204,1.4975617136632677
9,Edge21,1.4801238265152872
10,Edge4,1.4284116727953482
11,Edge74,1.3775996712963479
12,Edge266,1.3442237165167081
13,Edge201,1.3112457460004088
14,Edge251,1.2786648940327616
15,Edge259,1.2625231118586069
16,Edge64,1.1832961085656803
17,Edge39,1.1522946921741337
18,Edge41,1.136941232481964
19,Edge133,1.1216857756153114
20,Edge232,1.10652819777894
21,Edge80,1.10652819777894
22,Edge202,1.0765061772556053
23,Edge6,1.0765061772556053
24,Edge10,1.0322040658981668
25,Edge260,1.0322040658981668
26,Edge280,1.0176310858810285
27,Edge1,0.9603075458879256
28,Edge76,0.9322248767463415
29,Edge171,0.9322248767463415
30,Edge49,0.9183278249572066
