accuracy,precision,recall,f1,roc_auc,bootstrap
0.8093333333333332,0.8232388167388167,0.8625,0.8335524082041108,0.9043154761904763,327
0.8451428571428572,0.8974574314574315,0.8325,0.8538452239195271,0.9551488095238096,328
0.8244761904761906,0.8503924963924964,0.855,0.8440401493930905,0.9071130952380951,329
0.8143809523809523,0.8395573315573316,0.85,0.8342606667498306,0.9321130952380952,330
0.8197142857142857,0.8255541125541123,0.87,0.8402903072160036,0.9210714285714284,331
0.8233333333333333,0.8587554112554112,0.84,0.8406537667698657,0.9211607142857143,332
0.853047619047619,0.8877893217893218,0.8575,0.8612214510635563,0.9506845238095238,333
0.8412380952380952,0.8513805638805637,0.895,0.8642233279276621,0.940059523809524,334
0.8183809523809522,0.8447373737373738,0.8575,0.8419497348197039,0.9188690476190476,335
0.8723809523809523,0.8726998556998558,0.92,0.8894273428669712,0.9388690476190475,336
0.7873333333333333,0.8134386724386724,0.83,0.8153709764607596,0.9097321428571428,337
0.7897142857142856,0.8015209235209235,0.84,0.810468164102839,0.8886309523809526,338
0.8277142857142857,0.8511782106782106,0.8675,0.8498206923795156,0.9282738095238097,339
0.805142857142857,0.8307561327561327,0.8325,0.8247010777320375,0.9136011904761904,340
0.7879999999999999,0.8066010101010102,0.845,0.8153892744682218,0.8925595238095237,341
0.8161904761904762,0.8281839826839829,0.87,0.8393549087651254,0.9206250000000001,342
0.7883809523809524,0.8151969696969696,0.83,0.8118085699989724,0.9191071428571428,343
0.8181904761904764,0.8254163059163058,0.88,0.8447453683227676,0.9242857142857143,344
0.8005714285714285,0.8040310245310245,0.875,0.8314753304830704,0.9236011904761904,345
0.8133333333333332,0.8136767676767676,0.8825,0.8397428866283354,0.9166369047619048,346
0.8224761904761906,0.8461125541125541,0.8575,0.8402840547825068,0.9222916666666666,347
0.8334285714285715,0.8868665223665224,0.8275,0.8440553521126276,0.9312797619047618,348
0.8505714285714286,0.8692034632034633,0.89,0.870688584205612,0.9427976190476189,349
0.8032380952380952,0.8273282828282826,0.84,0.8262524731890056,0.9171130952380954,350
0.7996190476190475,0.7964819624819622,0.875,0.828961763382816,0.9080357142857143,351
0.8200952380952381,0.8491277056277056,0.8475,0.8389738429784868,0.9412202380952382,352
0.8096190476190475,0.8403942723942724,0.8475,0.8305313365684881,0.9397619047619048,353
0.7760952380952382,0.8191608946608946,0.8025,0.79736634383848,0.9171130952380954,354
0.7975238095238096,0.804562049062049,0.8625,0.8262921387178352,0.9189583333333333,355
0.7828571428571429,0.8178203463203463,0.805,0.8046890888609154,0.9068154761904762,356
0.7852380952380952,0.806622655122655,0.84,0.8150191409897292,0.8886607142857141,357
0.8253333333333335,0.8340432900432901,0.88,0.8477070504315085,0.9263392857142857,358
0.787142857142857,0.814734099234099,0.825,0.8125880292737877,0.8845535714285714,359
0.8085714285714286,0.8316774891774891,0.85,0.8302564045861257,0.9280357142857143,360
0.8480952380952381,0.8420844155844155,0.9175,0.8706292938227921,0.9394047619047619,361
0.7944761904761904,0.8271341991341992,0.8275,0.8178086997282042,0.9100892857142857,362
0.8053333333333333,0.8365865800865799,0.83,0.8241018477566466,0.9069940476190474,363
0.8411428571428572,0.8592658452658452,0.875,0.8612201847000608,0.9190178571428572,364
0.7576190476190474,0.7872893217893216,0.8,0.7844969304860945,0.8766369047619049,365
0.8013333333333335,0.8293513708513707,0.8425,0.827748086279046,0.9103571428571429,366
0.7879047619047619,0.8096709956709957,0.8425,0.8152601866657594,0.8927380952380952,367
0.8020952380952382,0.8473860028860029,0.81,0.8169937388033364,0.9089880952380953,368
0.8266666666666667,0.8324516594516593,0.8875,0.8523095975232198,0.9163690476190476,369
0.7719047619047618,0.8094134199134199,0.8025,0.794194197787077,0.898422619047619,370
0.8157142857142858,0.8353232323232322,0.855,0.8372155161659804,0.9261607142857143,371
0.7801904761904761,0.7717651237651237,0.885,0.8180685310561471,0.908125,372
0.8274285714285713,0.8646803751803752,0.8375,0.83956432748538,0.924940476190476,373
0.8452380952380952,0.8685674325674324,0.88,0.8636109769143823,0.9416071428571431,374
0.7860952380952381,0.8423232323232323,0.785,0.8023700805558388,0.9072619047619048,375
0.799047619047619,0.7970962925962926,0.885,0.8327933578289614,0.9079761904761905,376
0.7736190476190475,0.781603896103896,0.845,0.8055356282864022,0.9077380952380952,377
0.8334285714285714,0.8379826839826839,0.9025,0.8597074586919785,0.9286607142857143,378
0.816857142857143,0.8299841269841269,0.865,0.8369181929181927,0.9178571428571429,379
0.7621904761904763,0.7869307359307358,0.815,0.7907500500875113,0.8913690476190476,380
0.7752380952380952,0.7864516594516594,0.845,0.8082674106079678,0.8866964285714285,381
0.8501904761904762,0.8491760461760463,0.91,0.8725075698295511,0.9267261904761905,382
0.8514285714285714,0.8610079365079366,0.8925,0.8690393952452774,0.9479166666666667,383
0.797142857142857,0.8142568542568541,0.8475,0.8190886076427871,0.9010416666666665,384
0.821142857142857,0.8605021645021644,0.84,0.8371757152376346,0.9205357142857143,385
0.8284761904761904,0.8333852813852812,0.8825,0.8525606172293477,0.9263988095238095,386
0.7701904761904763,0.804530303030303,0.81,0.7970460710600029,0.9111607142857142,387
0.8083809523809523,0.8441457431457431,0.8225,0.8250550660210102,0.8945833333333333,388
0.788952380952381,0.8245137085137085,0.8225,0.8128690920362746,0.9023809523809525,389
0.8407619047619047,0.8528138528138528,0.8925,0.8637801895387034,0.9505357142857143,390
0.8735238095238096,0.9113253968253968,0.87,0.8836539179774472,0.9466666666666668,391
0.8266666666666667,0.8543030303030303,0.855,0.8465821945512347,0.9132142857142856,392
0.7508571428571429,0.7851536796536794,0.795,0.779381971142033,0.8796428571428572,393
0.7831428571428574,0.8124567099567098,0.8275,0.8081879680347173,0.8759226190476191,394
0.836952380952381,0.871373015873016,0.8525,0.85156031292409,0.930922619047619,395
0.7861904761904762,0.7978614718614719,0.8425,0.8128914442970171,0.9076785714285713,396
0.8256190476190476,0.8417994227994228,0.8675,0.8463187266809556,0.928720238095238,397
0.82,0.866167388167388,0.83,0.8381520732449524,0.9323214285714285,398
0.8310476190476191,0.8329119769119769,0.8925,0.855656002751978,0.9388690476190475,399
0.8270476190476189,0.833064935064935,0.885,0.852097007223942,0.9391369047619049,400
0.755142857142857,0.7671327561327562,0.83,0.7903893103800224,0.8578571428571429,401
0.7883809523809524,0.8204855699855699,0.8175,0.8072382672367192,0.8999702380952381,402
0.8113333333333334,0.8426298701298701,0.8325,0.8297094867636662,0.9172916666666667,403
0.7870476190476191,0.836170274170274,0.795,0.8017430340557274,0.8915178571428573,404
0.811238095238095,0.8562719502719502,0.8275,0.8308876414263411,0.9308928571428571,405
0.8182857142857144,0.8163939393939394,0.8875,0.8433636542336234,0.9168750000000001,406
0.8383809523809523,0.8478398268398268,0.89,0.8593364897915982,0.9398214285714286,407
0.8589523809523808,0.8725151515151517,0.895,0.8753009786910715,0.9532440476190476,408
0.7354285714285713,0.7863372738372738,0.7625,0.7625159713008008,0.835327380952381,409
0.8510476190476188,0.864034632034632,0.885,0.8659434332437427,0.9467559523809526,410
0.8004761904761903,0.8335880230880232,0.8225,0.8170093434257519,0.913690476190476,411
0.7456190476190478,0.7737012987012986,0.8,0.777116815417125,0.8666964285714286,412
0.8220952380952382,0.8483073593073592,0.845,0.8397603700049519,0.929375,413
0.8262857142857142,0.840184704184704,0.8875,0.8539536624366346,0.9320238095238095,414
0.779047619047619,0.7969144744144745,0.8425,0.809752766153695,0.9160416666666668,415
0.8914285714285713,0.9183528138528139,0.9,0.9030795635393158,0.9713095238095238,416
0.8424761904761905,0.8889502164502163,0.8375,0.8540281643021579,0.9498214285714286,417
0.8780952380952382,0.9129184704184703,0.875,0.8877295217682214,0.9552380952380952,418
0.8087619047619047,0.8383787878787878,0.835,0.8277546600286537,0.9085119047619047,419
0.7807619047619048,0.7954870129870131,0.8325,0.8057018016383343,0.8805059523809524,420
0.7684761904761902,0.8149365079365078,0.79,0.7879580361159307,0.8990178571428571,421
0.7891428571428571,0.8107514152514151,0.85,0.8190031621285492,0.9175595238095238,422
0.7826666666666666,0.7955490620490621,0.8625,0.818902037456419,0.8964880952380954,423
0.8100000000000002,0.8134054834054834,0.8775,0.8379189149343947,0.9242261904761905,424
0.7803809523809524,0.7924220779220777,0.8525,0.812377586122168,0.8827083333333334,425
0.7955238095238093,0.8139163059163059,0.865,0.8251693219061639,0.9182440476190475,426
0.7959999999999999,0.8455670995670995,0.7925,0.8067369486378775,0.9122619047619047,427
0.7865714285714286,0.8208860028860029,0.8325,0.8122408812377852,0.8783333333333333,428
0.7955238095238094,0.7943545898545898,0.8875,0.8283232610183073,0.9155654761904762,429
0.8107619047619048,0.8221626706626707,0.875,0.8409445427293726,0.9051488095238095,430
0.8057142857142857,0.8378629148629151,0.8325,0.8248679095242563,0.9114583333333335,431
0.7897142857142857,0.8005104340104339,0.8675,0.8234165107338481,0.9114880952380952,432
0.7954285714285716,0.8126262626262626,0.85,0.8235653613672188,0.9133333333333334,433
0.8356190476190476,0.8514516594516595,0.8825,0.8570663309858355,0.9391964285714286,434
0.7963809523809523,0.8293261183261182,0.8225,0.815833411514526,0.9103869047619046,435
0.8207619047619048,0.8178261183261184,0.8925,0.8466120561584958,0.9125297619047621,436
0.7704761904761905,0.7716666666666667,0.8575,0.8055680868838764,0.8955654761904762,437
0.7882857142857143,0.820575036075036,0.8225,0.8093292223772101,0.8929166666666666,438
0.7943809523809523,0.8286756576756578,0.8275,0.815500803290277,0.9213988095238095,439
0.8013333333333332,0.8332965367965367,0.8375,0.8276176962012874,0.9105357142857141,440
0.7863809523809523,0.7991096681096681,0.845,0.8135839220978539,0.9013988095238097,441
0.8676190476190477,0.8924552669552669,0.885,0.8825789114566205,0.9511011904761904,442
0.7421904761904763,0.7687820512820513,0.815,0.7801863992560587,0.8548511904761906,443
0.8270476190476191,0.8492236652236652,0.855,0.846485232689567,0.9276190476190476,444
0.8631428571428572,0.8884025974025974,0.8775,0.8744704181267647,0.9597619047619047,445
0.8298095238095238,0.8823809523809524,0.825,0.8425944121238238,0.9328571428571429,446
0.7479047619047617,0.7652417027417028,0.8125,0.7789348200818789,0.8679166666666666,447
0.7973333333333332,0.8167301587301585,0.8475,0.823735023834095,0.9032440476190479,448
0.7794285714285715,0.7931027861027861,0.855,0.8120576210854848,0.9009523809523811,449
0.7996190476190475,0.8175714285714285,0.8575,0.8258686951163731,0.9066964285714286,450
0.8010476190476191,0.8183419913419914,0.8525,0.8260749288551146,0.9121428571428573,451
0.7883809523809526,0.8175396825396826,0.83,0.8144557736724919,0.9072619047619047,452
0.7747619047619048,0.7766904206904206,0.88,0.8144091866166169,0.8819047619047617,453
0.7436190476190475,0.7625699855699853,0.815,0.777915871881816,0.8709821428571428,454
0.8158095238095239,0.835530303030303,0.8575,0.8377439091696057,0.9303273809523809,455
0.8407619047619047,0.8781305916305918,0.8475,0.8556695225998632,0.9331845238095238,456
0.8165714285714284,0.8284393939393939,0.8725,0.8405077947508288,0.9185714285714286,457
0.797142857142857,0.8133665223665223,0.85,0.8239147378249544,0.9047916666666665,458
0.7687619047619048,0.791001443001443,0.8225,0.7994682823196755,0.8794642857142857,459
0.8440952380952379,0.8540331890331891,0.89,0.8658427705765167,0.9329464285714286,460
0.8162857142857142,0.8350223665223665,0.8625,0.8406113946253266,0.9207738095238095,461
0.8040952380952381,0.8217005772005773,0.855,0.827275997308505,0.9165773809523811,462
0.8117142857142856,0.8467528582528581,0.8275,0.8286744822085378,0.9157738095238095,463
0.7156190476190477,0.7478412698412699,0.76,0.7429419345704176,0.8535416666666665,464
0.7581904761904762,0.7919134199134199,0.795,0.7825852413840029,0.8554761904761905,465
0.7991428571428572,0.8147268842268842,0.8525,0.8267711303144739,0.9032738095238095,466
0.789904761904762,0.8132518037518038,0.8325,0.8158088868475866,0.8819642857142856,467
0.7836190476190475,0.7878261183261184,0.865,0.8183514914737825,0.8987499999999998,468
0.74,0.7638621933621934,0.8025,0.7757406128443278,0.8609821428571429,469
0.8339047619047618,0.839624098124098,0.895,0.8567900274819779,0.9276488095238093,470
0.8268571428571428,0.8702590187590186,0.83,0.8408950335869838,0.9257440476190476,471
0.8339999999999997,0.8332950937950937,0.895,0.8574399479089883,0.9372916666666667,472
0.810952380952381,0.8267301587301585,0.865,0.8372780102594344,0.915922619047619,473
0.8040952380952381,0.836017316017316,0.835,0.824461478665813,0.8977678571428571,474
0.7693333333333334,0.7864415584415583,0.8275,0.7997974612247057,0.8570535714285714,475
0.8056190476190476,0.8274545454545453,0.8425,0.8263750779664092,0.9165476190476189,476
0.7873333333333332,0.8020591630591631,0.8525,0.8168813474107591,0.871220238095238,477
0.8078095238095238,0.8366176046176047,0.845,0.8328857248702451,0.9025892857142856,478
0.810285714285714,0.8392382062382062,0.8375,0.8301285151037473,0.9147321428571429,479
0.826952380952381,0.8468145743145743,0.8625,0.8444893814475856,0.9311607142857143,480
0.8605714285714285,0.870539627039627,0.91,0.8820889006074764,0.9475892857142856,481
0.7775238095238095,0.7859531024531025,0.85,0.8083858307155519,0.870327380952381,482
0.8072380952380952,0.8483253968253968,0.8125,0.826080765639589,0.8877678571428572,483
0.8443809523809525,0.8566706071706071,0.8875,0.865683339192627,0.9488988095238097,484
0.778,0.7950923520923522,0.8425,0.808895991865032,0.8992261904761905,485
0.7880000000000001,0.8047828282828283,0.8425,0.8160885792913656,0.9109523809523808,486
0.7791428571428572,0.7914866244866243,0.8525,0.8122580243973431,0.8775,487
0.8126666666666665,0.817959928959929,0.8825,0.8405842056120695,0.9096428571428572,488
0.8070476190476191,0.8414458874458874,0.835,0.8284037847257661,0.9175297619047619,489
0.8295238095238094,0.8662395382395381,0.8425,0.8456598358641702,0.9419940476190475,490
0.8492380952380952,0.8763095238095238,0.87,0.8638161870808929,0.9273214285714287,491
0.820095238095238,0.8734963924963924,0.815,0.8330255314001442,0.926547619047619,492
0.809047619047619,0.7951717171717172,0.9075,0.8428799941029043,0.9331845238095238,493
0.8355238095238094,0.8168340548340547,0.9225,0.8631269349845201,0.8961011904761905,494
0.8794285714285713,0.8789357864357865,0.9225,0.8944836620208138,0.9470535714285714,495
0.8466666666666667,0.8689588744588742,0.8775,0.8646817817545371,0.9466964285714287,496
0.8626666666666667,0.8829480519480519,0.8825,0.8762084509917325,0.9380654761904761,497
0.8558095238095238,0.8861669996669995,0.8775,0.8743733107277998,0.9301190476190476,498
0.8281904761904763,0.8930425685425685,0.8075,0.8364789525919555,0.9307142857142857,499
0.8986666666666666,0.9083686868686869,0.9275,0.9120577291645404,0.9535416666666667,500
0.8133333333333332,0.8452474747474747,0.84,0.8341725029356607,0.8953273809523808,501
0.7655238095238096,0.7771063936063934,0.8375,0.7923378147480316,0.8800892857142857,502
0.772,0.7977546897546897,0.825,0.7999928403210137,0.9132738095238095,503
0.828857142857143,0.8591385281385281,0.86,0.8461159617815963,0.9267559523809524,504
0.8270476190476189,0.8845295815295813,0.8125,0.8381171896558892,0.9427976190476192,505
0.8285714285714286,0.8319617604617604,0.8925,0.8551758336262979,0.9202083333333334,506
0.7786666666666666,0.8019018759018758,0.82,0.8052335741314067,0.8713392857142859,507
0.754095238095238,0.8002647907647906,0.765,0.7736825529132031,0.8797023809523808,508
0.7980952380952381,0.8124664224664224,0.86,0.8272216476334122,0.9075000000000002,509
0.7967619047619047,0.8243881673881674,0.835,0.8203349966167301,0.8994940476190477,510
0.7708571428571428,0.7983661338661341,0.815,0.7962840566726015,0.8985714285714285,511
0.7700952380952382,0.7703549228549228,0.865,0.8072742848826441,0.8672619047619047,512
0.8136190476190477,0.8203845598845599,0.885,0.8430295365109606,0.9150595238095238,513
0.7967619047619047,0.8173971583971584,0.855,0.8249108102080238,0.9133630952380953,514
0.8054285714285715,0.8210703185703184,0.8525,0.8247129208940354,0.9047916666666669,515
0.8065714285714285,0.8263924963924965,0.85,0.8297494981798387,0.915327380952381,516
0.7662857142857143,0.7961212121212121,0.8075,0.7929156677515811,0.8773809523809524,517
0.8025714285714285,0.8094971139971139,0.87,0.8315739631885143,0.8933630952380952,518
0.8354285714285713,0.8637128427128427,0.8575,0.853025493598249,0.933452380952381,519
0.8339047619047618,0.8643066378066377,0.8625,0.8511030618847956,0.9223214285714286,520
0.8152380952380952,0.8297947052947053,0.8625,0.8378846645270792,0.9322916666666665,521
0.8222857142857142,0.8380923520923521,0.875,0.847773604448527,0.9244642857142858,522
0.7764761904761905,0.7966183261183261,0.83,0.8038108714470943,0.9061309523809524,523
0.7856190476190477,0.8238333333333334,0.815,0.8087536816468704,0.8983928571428571,524
0.8322857142857143,0.8463823953823955,0.875,0.8528069305995003,0.9174404761904761,525
0.7437142857142857,0.759852813852814,0.8175,0.7806307548660488,0.850922619047619,526
0.8096190476190476,0.897888888888889,0.7675,0.8158602508602509,0.9208928571428571,527
0.7984761904761903,0.8363939393939394,0.82,0.8199313404174083,0.9040476190476191,528
0.8584761904761904,0.8778333333333334,0.8825,0.8735737628384687,0.9497023809523809,529
0.7997142857142856,0.8089300144300143,0.8575,0.8254230693626977,0.9074702380952381,530
0.8021904761904763,0.8182575757575756,0.86,0.8298415212238741,0.9207142857142858,531
0.7538095238095238,0.7891168831168831,0.785,0.7792511217712456,0.8866071428571429,532
0.7603809523809523,0.779996003996004,0.8125,0.7860686180005064,0.8664880952380952,533
0.7748571428571427,0.7944519924519924,0.85,0.8095748231816341,0.887172619047619,534
0.8594285714285715,0.8850158730158728,0.87,0.8713832507361917,0.9328869047619048,535
0.8015238095238095,0.8373102453102453,0.8275,0.8213201404718433,0.9191369047619048,536
0.708190476190476,0.7486919191919192,0.7575,0.7445108378034074,0.8391964285714285,537
0.8172380952380953,0.812518759018759,0.89,0.8426905328933192,0.9328571428571429,538
0.7861904761904762,0.8098834498834497,0.83,0.809656789031402,0.9139285714285714,539
0.755142857142857,0.7807755577755578,0.81,0.7862026786423071,0.8416071428571429,540
0.8365714285714286,0.852011544011544,0.8725,0.8541141466033106,0.9505059523809524,541
0.7322857142857143,0.7796825396825398,0.7675,0.7604291271164335,0.8605952380952382,542
0.8306666666666664,0.8308391053391054,0.9,0.8572240159221584,0.9317857142857143,543
0.8198095238095238,0.8483650793650793,0.8475,0.8410634202398907,0.9324107142857143,544
0.7558095238095238,0.8046305916305917,0.7725,0.7767982475041296,0.874732142857143,545
0.8148571428571428,0.8356742146742147,0.86,0.8400706668632364,0.908720238095238,546
0.8063809523809523,0.8347813852813851,0.8375,0.8280021376971841,0.9120238095238095,547
0.822857142857143,0.8411681096681094,0.8625,0.842248897129702,0.9359226190476191,548
0.8086666666666666,0.834480130980131,0.845,0.8315193659110066,0.9199999999999998,549
0.7626666666666668,0.7821378066378065,0.8275,0.7943713412490502,0.8876785714285715,550
0.8760952380952383,0.9013809523809523,0.8875,0.8874694390576744,0.9561904761904763,551
0.7911428571428571,0.8374155844155844,0.8075,0.8094944109897669,0.9032440476190474,552
0.8343809523809524,0.868505772005772,0.85,0.8489008210571677,0.9339880952380953,553
0.7770476190476188,0.8074155844155844,0.81,0.7998301145019413,0.8979464285714286,554
0.7718095238095237,0.7901702741702742,0.8275,0.8001564318034906,0.8985119047619047,555
0.8234285714285713,0.8518210678210678,0.8475,0.843034278758737,0.9274404761904761,556
0.7719999999999999,0.8212121212121213,0.7875,0.7924612776284603,0.8667559523809524,557
0.8535238095238094,0.8544992784992784,0.91,0.8740031980403495,0.9273809523809525,558
0.769047619047619,0.8129048729048728,0.7925,0.7927916624139533,0.895892857142857,559
0.8322857142857143,0.8225627705627704,0.91,0.8578441805872146,0.9388690476190478,560
0.8349523809523808,0.8452886002886002,0.88,0.8550812816354612,0.9394642857142856,561
0.7600952380952382,0.7861204906204905,0.8025,0.786986068111455,0.8869940476190478,562
0.8085714285714286,0.8403600288600288,0.8275,0.8271789388801771,0.9182440476190478,563
0.8593333333333334,0.8997539682539681,0.855,0.8712273576097105,0.9465476190476191,564
0.7616190476190475,0.7819378954378954,0.8325,0.7963650547938472,0.8683035714285714,565
0.7689523809523809,0.7913062493062494,0.83,0.8016991271542355,0.887797619047619,566
0.7879047619047619,0.7989927849927849,0.8525,0.8184545942533558,0.8702380952380951,567
0.8170476190476191,0.8352099567099566,0.865,0.8411064066652301,0.9369642857142858,568
0.8319999999999999,0.8539916749916749,0.865,0.8525543988175567,0.9262202380952381,569
0.8326666666666667,0.857613997113997,0.86,0.8504739053516143,0.9421130952380953,570
0.8025714285714285,0.8144224109224107,0.865,0.8313597474077349,0.9172321428571428,571
0.851904761904762,0.835726551226551,0.935,0.8780357020000982,0.9501785714285714,572
0.8025714285714285,0.8294873459873459,0.84,0.8277531819745441,0.9025595238095238,573
0.7693333333333332,0.8089711399711398,0.7925,0.788899998865943,0.890892857142857,574
0.7694285714285714,0.8208088023088023,0.78,0.7893408048779567,0.9121130952380954,575
0.8774285714285713,0.9023946608946609,0.8875,0.8881655628513214,0.9586607142857143,576
0.8224761904761904,0.8327871572871572,0.8775,0.8479300003402169,0.9056845238095238,577
0.861904761904762,0.8908528138528138,0.88,0.8754860492105074,0.9552976190476191,578
0.7570476190476191,0.8096832611832612,0.7575,0.7714844369596692,0.8673511904761905,579
0.874095238095238,0.8813809523809524,0.905,0.8889715578539107,0.9462797619047617,580
0.7587619047619049,0.7872619047619048,0.805,0.7888267595837255,0.8681250000000001,581
0.808952380952381,0.8338795093795093,0.8475,0.8313708573847891,0.9135416666666667,582
0.8562857142857143,0.8708275613275611,0.895,0.8763723770209837,0.9516666666666667,583
0.7986666666666667,0.8358636363636363,0.825,0.8162133874037899,0.9123809523809524,584
0.8209523809523809,0.8372160617160616,0.875,0.845944966797908,0.9343154761904762,585
0.8601904761904762,0.8671183261183261,0.9,0.8762356910375485,0.9394940476190478,586
0.7799047619047619,0.7969653679653681,0.8425,0.8101737337310092,0.8855952380952381,587
0.7911428571428571,0.8126046176046176,0.8425,0.8193535082049014,0.9064880952380955,588
0.7874285714285714,0.8297251082251083,0.81,0.808918977307522,0.8925,589
0.8422857142857143,0.8580036075036074,0.88,0.8619945962190545,0.9544345238095238,590
0.8204761904761904,0.8657359307359307,0.8275,0.8377227873605583,0.9152083333333333,591
0.7674285714285715,0.7999083694083693,0.8225,0.7976112090523855,0.892827380952381,592
0.8705714285714286,0.8952301587301588,0.89,0.8850965668318609,0.9489880952380951,593
0.8255238095238095,0.8220288600288599,0.905,0.8549613963607772,0.9292261904761905,594
0.8246666666666667,0.8568614718614718,0.855,0.8455976857679643,0.9291666666666667,595
0.8843809523809526,0.8829639249639248,0.93,0.8982104816408222,0.9702678571428572,596
0.8602857142857144,0.8954126984126983,0.86,0.8714639804639803,0.9472023809523811,597
0.9127619047619048,0.9275533910533911,0.93,0.9229526776972595,0.9809821428571429,598
0.7959999999999999,0.8073538683538684,0.855,0.8239741397233656,0.9152083333333333,599
0.7902857142857143,0.7978448773448774,0.865,0.8225932988580047,0.9066666666666666,600
0.8354285714285716,0.8659898989898989,0.8475,0.8489252769933884,0.9436011904761905,601
0.8830476190476192,0.8943391053391053,0.9075,0.8952893508280505,0.9616964285714286,602
0.8057142857142857,0.856161616161616,0.8075,0.8220802761050438,0.9090178571428571,603
0.7497142857142856,0.7765656565656566,0.8025,0.78060673554172,0.8670535714285714,604
0.788952380952381,0.8034653679653678,0.8425,0.8136861781149708,0.8973809523809523,605
0.8314285714285714,0.8852474747474747,0.825,0.842971246675581,0.9313690476190475,606
0.828,0.8729300144300144,0.8325,0.8444416716754177,0.9467559523809522,607
0.8425714285714285,0.8417532467532466,0.9075,0.8675682343112683,0.9171130952380954,608
0.7784761904761904,0.7932106782106781,0.85,0.8116304373301275,0.9092261904761905,609
0.8229523809523809,0.8627532467532468,0.8375,0.8385396681062315,0.917857142857143,610
0.8054285714285715,0.8341154401154399,0.8375,0.8256266306792622,0.920327380952381,611
0.8435238095238095,0.8478304473304472,0.895,0.8639751962863417,0.9350892857142857,612
0.8201904761904761,0.820963924963925,0.885,0.8444854557207497,0.9225297619047619,613
0.8280000000000001,0.8342777777777777,0.895,0.855565680793235,0.9063392857142858,614
0.7785714285714285,0.8072261627261628,0.81,0.8005714380219022,0.885952380952381,615
0.7859047619047618,0.7946089466089467,0.8525,0.8157191243568953,0.9011904761904761,616
0.8398095238095238,0.8758253968253967,0.85,0.8514762433988439,0.9432142857142857,617
0.8251428571428571,0.8564466089466091,0.8575,0.8436367672575104,0.9321130952380952,618
0.7904761904761903,0.8074184704184704,0.855,0.8198120451959461,0.9049107142857143,619
0.7876190476190476,0.8057178932178931,0.84,0.8152571644042231,0.8972619047619048,620
0.8154285714285714,0.818981240981241,0.8875,0.8435223125687521,0.9228571428571429,621
0.8277142857142858,0.8539072594072594,0.8625,0.8485434948608322,0.9158035714285714,622
0.7841904761904762,0.803199134199134,0.82,0.8014013729648404,0.8954166666666665,623
0.8156190476190478,0.8162849927849928,0.8875,0.8437058842430357,0.9284821428571429,624
0.8173333333333334,0.8424938394938395,0.855,0.841159395472089,0.9321428571428573,625
0.8526666666666667,0.8882680097680097,0.865,0.8686035696329814,0.9502083333333333,626
0.8039999999999999,0.8410750360750362,0.8225,0.8217811723879833,0.9175595238095238,627
0.7967619047619047,0.8139033189033189,0.855,0.8252526259430283,0.9027083333333334,628
0.7386666666666667,0.760018759018759,0.805,0.7754138060082332,0.8554166666666667,629
0.8173333333333334,0.819076812076812,0.885,0.8445906432748537,0.9298214285714285,630
0.8570476190476191,0.8737186147186147,0.9,0.8768847647021021,0.9482142857142858,631
0.7791428571428572,0.7845281385281385,0.855,0.8118095464906608,0.8820833333333333,632
0.7293333333333333,0.7342907092907092,0.84,0.7760949277760423,0.8532142857142856,633
0.8358095238095238,0.8448603618603618,0.8875,0.8571326619716712,0.9131250000000002,634
0.7946666666666666,0.7937532467532467,0.8725,0.8245736021804133,0.8893452380952381,635
0.8201904761904761,0.8310137085137085,0.87,0.8443398069079183,0.9222619047619047,636
0.7535238095238097,0.7662506937506938,0.825,0.7883756695660721,0.8495833333333335,637
0.7780952380952381,0.8071724386724388,0.8175,0.8033726113927352,0.8863690476190478,638
0.8043809523809523,0.8337589632589633,0.855,0.831690022224078,0.9233035714285713,639
0.8523809523809525,0.8712893217893217,0.8825,0.8674862483577654,0.933363095238095,640
0.7747619047619048,0.8075112665112666,0.8175,0.8009345951606014,0.9027380952380952,641
0.8363809523809523,0.8596962481962481,0.8675,0.8555773275572035,0.9286607142857143,642
0.8944761904761904,0.8991544011544012,0.9275,0.9082228875355811,0.960297619047619,643
0.7891428571428571,0.8224227994227995,0.82,0.8108789847922974,0.8869940476190478,644
0.8066666666666665,0.8185483405483406,0.86,0.8325316609774815,0.9181547619047621,645
0.8036190476190477,0.8259235209235208,0.845,0.8286606826266268,0.8968154761904762,646
0.8702857142857142,0.8901287601287602,0.8975,0.8846868679995613,0.9528571428571427,647
0.8044761904761905,0.8268261183261183,0.8425,0.828140473733353,0.9064285714285714,648
0.8538095238095238,0.8813419913419912,0.875,0.8691651451403771,0.9395238095238095,649
0.8384761904761906,0.846606782106782,0.89,0.8604921901284129,0.9302380952380953,650
0.7661904761904762,0.7781681096681097,0.84,0.8000424114928757,0.8888690476190477,651
0.8546666666666666,0.8737972582972583,0.8875,0.8701277767639994,0.9455654761904764,652
0.8087619047619049,0.8459126984126983,0.8225,0.8271694677871148,0.9192261904761907,653
0.8210476190476189,0.8566363636363635,0.84,0.8365734516601389,0.892202380952381,654
0.7806666666666666,0.7861469086469084,0.8675,0.8162617573345124,0.9086904761904762,655
0.8184761904761905,0.8312459762459763,0.8775,0.8449977923693095,0.9356250000000002,656
0.8541904761904763,0.8692936507936508,0.88,0.8705578898225957,0.9398809523809524,657
0.8292380952380953,0.8654480519480517,0.8475,0.8458673966212664,0.9162202380952382,658
0.7634285714285712,0.8078946608946609,0.785,0.7851831048208757,0.861845238095238,659
